batch_size,in_chan,out_chan,side_len,k_size,stride,for_energy,for_time,back_energy,back_time
245,3,7,26,4,3,13352.060000000001,418.88304,27314.390000000003,899.63394
1530,5,5,36,3,1,558480.03,14818.72796,1300110.86,33507.2348
1392,4,4,47,6,3,159475.88999999998,5100.5904,503271.42000000004,15172.63896
1232,11,6,44,3,2,921912.93,25103.155619999998,1012100.6899999998,26731.57124
1477,10,13,44,6,1,5633658.71,144468.95448000001,6483632.68,142616.53428
1887,10,15,63,8,3,4666728.72,115925.58902000003,4711795.799999999,110307.20918
701,13,12,33,7,1,1720297.6900000002,40798.618460000005,1791874.69,40001.11524
2018,8,6,34,6,3,559297.27,17637.97196,463065.9,13551.58032
1240,1,5,37,8,1,384135.98,9291.87926,1521850.9699999997,36028.07128
1467,9,12,59,6,2,3530720.9799999995,87943.88408,4087454.09,89816.71668000001
1125,7,11,26,5,2,122595.5,3827.25436,308459.23,9242.20672
1668,4,3,46,5,2,275795.12,8634.914859999999,763013.8499999999,22443.28482
36,15,9,60,3,1,120220.03000000003,3183.446659999999,206385.54,5338.78762
2007,7,8,54,5,1,3171528.1600000006,89082.33078,5153969.95,118702.40956000001
1074,4,10,28,4,2,89093.43999999999,2747.4527000000003,333849.81,9547.45236
439,1,2,27,8,3,15433.91,473.26687999999996,44593.399999999994,1567.73466
1546,6,9,35,3,2,221899.49000000005,6786.56042,735895.26,21162.57528
719,10,9,8,8,2,25167.14,833.2733600000001,34001.46,1033.51436
774,7,13,52,6,1,1913445.3700000003,49613.9932,3740822.9599999995,89732.82542
1148,5,5,53,3,2,236427.05000000005,7255.306599999999,736551.44,21284.27836
1074,5,1,59,4,3,208844.09000000003,6883.009120000001,532941.09,16466.524459999997
1889,8,1,24,7,2,340051.6,11123.558,267058.04,8398.97864
1840,2,7,14,6,2,22808.85,895.24462,66050.84,2231.27556
1186,2,6,15,7,2,21467.890000000003,731.6153800000001,52577.88999999999,1719.0685799999999
1549,3,13,38,5,1,1072842.1099999999,25231.343159999997,2726175.86,63523.26988
1321,1,5,12,5,3,13134.12,378.59796000000006,32720.280000000006,1159.76002
1348,1,12,18,7,2,25670.719999999998,832.94092,152630.22000000003,4607.5057799999995
966,15,2,12,6,2,72625.03,2697.5501799999993,52132.97999999999,1694.3607000000004
1397,9,12,39,8,3,1191305.01,30774.316359999997,1195267.29,29931.756919999996
993,13,2,34,7,3,595032.0599999999,18265.22922,443045.11,12874.38784
1990,9,8,24,5,3,422271.25,13199.14334,416132.36,12457.16892
748,3,2,21,5,2,22432.19,826.8995000000001,38228.05,1317.523
748,12,12,15,8,3,66880.37,2232.4929400000005,73414.1,2315.42208
992,12,14,8,6,2,35220.329999999994,1190.2454799999998,51667.29000000001,1597.7033999999999
631,8,4,49,5,1,1116974.1,30033.814199999993,1073161.2599999998,26315.575979999994
1417,7,10,43,7,2,725434.55,18175.9791,1363777.05,34190.47238000001
809,15,7,38,4,2,576685.54,17390.076259999998,538321.95,15080.393980000003
217,6,1,63,7,1,548133.39,14749.995379999998,604027.42,14858.59376
1814,4,8,30,4,3,77364.28,2593.84148,342259.86,10639.35874
1579,14,11,61,6,3,3245998.7800000003,77677.6448,3443273.6399999997,76985.23995999999
833,10,2,62,4,1,3198373.8099999996,76230.04134000001,2615966.7700000005,57440.866299999994
1040,13,9,59,3,2,1872050.1999999997,44147.97008000001,2613034.6900000004,57504.745220000004
529,5,9,54,3,2,141911.32,3877.1164599999997,682445.7699999999,18185.96814
1630,1,6,14,8,3,13662.09,472.23958000000005,47910.649999999994,1602.62116
1482,14,8,48,6,1,6021367.7299999995,165045.60998,5086935.1899999995,115829.15901999999
227,1,3,35,5,3,18027.91,358.3604399999999,40291.560000000005,1220.64386
62,6,12,32,3,3,13415.500000000004,345.7828800000001,35924.58,1070.5704
1804,2,3,25,7,3,44799.03999999999,1645.8082600000002,165006.86000000004,5170.93388
1196,1,11,8,7,1,10204.439999999999,360.14046,38927.549999999996,1320.75738
709,13,2,29,3,2,205189.83,6183.28074,208410.21,6294.71696
1775,14,4,21,5,3,262663.48000000004,8030.932739999999,236184.1,7101.305619999999
1306,6,9,33,7,2,288785.30999999994,8318.7484,604548.6599999999,16938.86142
2007,10,2,40,5,2,1589028.59,43257.941080000004,1364541.1400000001,33642.68102
1395,1,5,43,8,3,59318.130000000005,1954.3782999999999,458373.41,13851.705559999999
385,12,2,56,6,2,824704.9,20296.540959999995,616387.6199999999,14178.84978
138,8,5,54,5,1,267496.20999999996,8016.446780000001,256859.69000000003,7173.2331
200,7,14,24,7,2,42535.28,1237.51838,63642.39999999999,1840.5875399999998
1338,10,15,12,6,3,61042.33,2020.69732,82081.09,2423.3112800000004
553,2,3,53,6,1,353925.50999999995,8819.029359999999,1107945.71,27251.76112
919,14,9,30,7,1,1724200.25,40958.0794,1715630.42,39055.0119
1824,4,10,53,7,2,997827.7000000002,24480.7721,2632042.18,62937.63894
345,13,5,47,7,1,1617870.6099999999,39485.936760000004,1222177.6,26536.709120000003
984,7,3,56,4,1,1157710.67,32077.40502,1684354.8399999999,42113.92222
36,10,9,52,6,3,54813.630000000005,1549.53138,60956.280000000006,1734.1614000000002
1089,15,8,24,6,2,396181.22000000003,12357.92678,300698.73,8772.3449
1786,10,3,48,6,3,1711782.14,45554.20364,1463601.6400000001,34852.428920000006
596,4,12,39,5,1,533806.6,12316.43706,1389519.7799999998,31882.398119999998
573,9,15,11,3,1,48157.240000000005,1644.2495599999997,84718.96999999999,2525.1103799999996
804,13,2,60,3,1,2248105.18,52056.46604000001,2270436.73,49108.01110000001
201,15,14,17,8,3,37395.41,1139.5490599999998,49978.01,1314.4806199999998
1468,8,5,51,6,1,3555247.28,101199.6888,3211341.19,78766.20828
842,14,1,48,4,1,1910324.7,52448.82494,1405054.44,34462.75542
1305,3,4,8,4,2,11895.15,398.7468,25487.510000000002,799.4472800000001
1648,9,7,23,8,1,1527226.9500000002,39263.190780000004,995326.4099999999,22575.49066
1997,3,1,10,6,1,26370.819999999996,1018.0220999999999,37075.689999999995,1160.60242
1668,11,14,24,3,2,357088.99999999994,10885.237479999998,559579.8600000001,15948.901399999999
459,1,3,12,7,2,11628.36,313.03028,23084.659999999996,795.013
719,12,3,56,3,2,1018829.1599999999,23446.54568,1046084.9199999999,22699.65258
969,2,3,16,6,3,14894.959999999997,514.83474,35886.130000000005,1161.45194
375,15,15,45,7,2,680023.8800000001,18408.52176,625365.85,16337.41654
1750,4,7,63,4,1,1985614.39,55237.49977999999,5128223.569999999,122517.11356000001
875,3,2,60,3,1,551927.9299999999,13902.648860000001,980459.49,24688.64766
2046,5,7,13,7,1,104187.36000000002,3513.96026,114135.42000000001,3537.8098999999993
1636,13,11,13,8,3,113221.76000000001,3745.0444199999997,107798.15,3294.2318399999995
648,4,2,45,8,3,115408.06999999999,3851.141620000001,223090.18,6806.88008
446,2,7,62,6,1,568867.53,13620.110560000001,1674428.77,38966.73698
1089,15,10,24,3,1,570687.6,13593.104379999999,941736.5599999999,22047.37758
182,4,4,60,8,3,55800.64,1875.7198199999998,115478.88999999998,3534.06052
636,14,1,57,6,2,1388025.63,33407.25606,983406.89,21942.580660000003
1119,10,1,57,7,2,2647799.61,72417.07507999998,1719402.3800000001,40908.85766000001
928,3,12,42,5,2,161278.95,4675.474459999999,478601.11,14187.25848
712,11,4,9,3,2,24146.68,899.60654,33602.189999999995,1078.0281200000002
629,9,10,47,8,1,3972213.94,101370.38836,3980621.46,103764.77534
1349,2,9,41,6,3,86233.86,2672.14578,545612.6300000001,15640.669080000001
1752,12,3,53,8,3,2798205.1499999994,69291.66384,1963005.77,43866.99364
637,7,9,44,5,2,187195.62999999998,5391.99014,495007.2799999999,13653.312820000001
1559,3,1,44,5,1,752380.27,20146.653400000003,888678.8,22722.397359999995
1778,11,11,51,7,2,3966797.7399999998,102652.51242000001,3912371.54,91159.56091999999
965,5,2,53,6,3,176529.13999999998,5471.4048999999995,434965.3,12796.152960000001
2033,5,14,57,8,2,1764564.58,49298.60248,3875364.85,100685.78111999999
1052,3,9,37,8,2,178935.66999999998,5392.148900000001,279765.49000000005,8027.15688
573,3,10,18,8,1,57211.780000000006,1891.11922,81445.14,2546.41716
689,8,7,34,4,2,177483.65000000002,5694.801140000001,232613.63000000003,7018.55606
1419,12,6,49,6,2,2234593.29,60271.257920000004,1723987.8699999999,41107.81014
1140,9,2,17,7,1,391676.25999999995,12400.747199999998,199764.53,5867.75208
856,15,2,10,8,3,35935.59,1141.04834,32922.92999999999,1011.8528199999998
840,13,9,23,4,3,146916.13,4766.659439999999,185121.60000000003,5621.41574
437,7,12,57,8,2,481141.36000000004,11739.29132,874586.3599999998,21780.074240000005
179,7,9,49,4,1,188888.06,5131.580980000001,532237.97,14721.087520000001
200,8,7,51,6,2,146062.84,4905.986440000001,139045.68,4378.20198
703,7,9,19,4,2,32488.93,1165.27518,80594.33,2508.9566400000003
1316,1,13,60,7,2,526676.49,12141.84892,2598006.04,60524.6119
1253,11,1,61,5,3,1945555.9400000002,46462.74618,1652076.41,36382.51698
1876,10,13,39,4,3,1053576.4100000001,27214.52456,1416683.3800000001,35002.47098
1255,12,14,60,8,2,4675526.29,109885.00218000002,4840139.57,109356.17582
1804,8,4,16,3,1,143557.99000000002,4595.73058,196081.05,5692.435820000001
243,8,12,34,4,2,64089.780000000006,2116.60396,93868.19,2801.96708
118,4,10,52,6,3,40443.64,1222.8271799999998,86290.07,2543.8624600000007
1197,5,15,42,7,2,429930.52999999997,10917.75828,1196737.0499999998,30575.135700000003
558,14,13,27,8,3,221209.15,6526.712839999999,212536.06,5968.59488
470,6,5,14,6,3,12732.490000000002,454.56935999999996,25100.61,864.0308600000001
1098,14,2,10,6,2,45067.05,1559.02518,42134.3,1398.56008
1244,2,15,32,6,2,102123.17000000001,3109.0995200000007,526132.67,15284.071039999999
382,14,15,37,5,3,213946.56,6457.29928,304774.64,8906.5013
241,5,10,22,8,2,50651.729999999996,1482.8789600000002,64159.990000000005,1850.1315000000002
1783,10,7,22,7,2,513383.09,15104.21962,405730.68000000005,11411.409919999998
1860,13,2,45,3,1,2798509.7,75299.57321999999,2679891.78,60450.57552
37,15,14,63,7,3,82518.72,2144.5914000000002,91337.65,2351.7081000000003
1675,15,3,37,3,2,986526.3700000001,27189.07404,907651.5099999998,24141.828299999997
1835,5,2,58,3,1,1380737.44,34737.98218,2838376.57,68132.78026
893,6,14,47,8,3,264384.69,7702.2712200000005,628859.46,17215.2261
1286,13,2,29,7,1,1980207.3699999996,57024.64602,1081241.76,27034.845619999996
962,4,15,11,3,3,14357.820000000002,468.49835999999993,44908.46000000001,1451.1351599999998
1233,7,2,36,4,1,527133.0400000002,15519.414320000002,699683.86,18855.783399999997
844,3,1,59,5,3,96030.64000000001,3026.8599399999994,116092.87999999998,3512.59072
211,8,10,13,3,2,15802.030000000002,423.36343999999997,28808.559999999998,922.7576999999999
1234,6,9,35,8,3,201319.7,6144.14844,445255.75,13089.726560000001
1572,2,1,51,8,3,149585.78,4815.23968,561404.2500000001,17137.376419999997
1950,4,9,47,5,1,2155926.51,53905.50628000001,5228934.979999999,118849.90841999999
991,6,6,63,8,3,462409.68999999994,14007.37616,786555.01,21448.612359999996
1074,13,2,23,3,1,322563.23,10013.018639999998,297367.4,8537.48602
348,7,9,47,3,1,346893.64999999997,8143.868400000001,895003.8,21097.33092
813,14,14,50,7,3,1213740.8,26516.676400000004,1273761.39,26573.2626
2031,12,3,46,8,1,9711497.42,265499.53845999995,6365525.69,160457.57925999997
2022,8,14,28,5,2,461577.19000000006,13030.12056,691015.1100000001,18449.654
1134,6,6,39,3,2,120873.76999999999,3673.335239999999,381512.01,11164.53242
221,1,14,34,6,1,49130.049999999996,1583.57154,306295.03,8940.39644
1185,8,7,51,5,3,702235.12,21400.99542,599051.8800000001,16623.495039999998
515,10,13,54,6,1,3060008.0300000003,80578.95509999999,3783085.4199999995,92081.2579
1447,9,3,62,3,2,2138983.83,50348.65808,2133291.0500000003,47308.05331999999
1139,1,13,47,8,3,89916.81000000001,2450.44848,782020.05,20131.43818
1951,13,14,15,4,3,148803.33000000002,4782.45164,199343.39000000004,6099.783399999998
58,15,5,48,6,2,90022.93999999999,2633.4853200000002,64652.56000000001,1887.97496
188,7,7,63,4,3,59434.02999999999,1939.0102200000001,138933.38999999998,3970.7576400000007
1365,8,11,24,6,3,174763.31,5658.47216,255765.40999999997,7981.1566
1995,15,10,50,7,1,11990990.379999999,305590.03138000006,13298863.03,292276.05176
1140,4,4,38,3,3,62953.4,2106.3856599999995,262991.23,8080.621300000001
204,9,12,54,3,3,206251.93000000002,6267.5564,299629.94999999995,8816.40752
738,2,5,41,8,2,98941.38,3283.43218,296636.82999999996,9076.95326
1400,4,4,59,3,3,209684.49,6795.982300000001,671608.4199999999,19922.13482
98,13,9,37,4,2,57440.030000000006,1988.0530399999996,74529.88000000002,2374.8831600000003
935,4,9,44,6,2,217378.53999999998,6310.9069,670529.8699999999,18389.799179999995
505,2,9,15,3,3,10510.29,400.53318,43047.93,1516.42212
910,14,7,52,4,3,1108681.28,25777.22126,1064720.82,22907.20854
705,8,2,29,6,2,136457.74,4580.74722,107638.18000000001,3376.80354
355,6,1,33,5,1,132344.07,4551.31286,131053.11000000002,4280.76814
385,12,15,36,4,2,224355.5,6744.457400000001,318617.38,8929.299860000001
613,8,1,54,5,1,1271956.5,36708.90226,884477.14,22622.80448
1460,7,2,48,3,3,244407.35,7899.795859999998,544838.7,16386.659259999997
1001,10,9,23,5,3,212819.21000000002,6618.68974,270823.34,8033.147199999999
659,11,15,47,7,3,742239.26,20558.24716,761200.49,20180.6785
654,11,1,45,4,2,556023.3200000001,16946.1872,471481.91,13784.915799999997
795,4,5,28,3,1,90713.87,2825.7624600000004,287747.64,8267.973300000001
1991,1,1,8,8,2,8991.060000000001,359.5544000000001,28517.95,1013.3486399999999
1674,7,6,40,6,1,1708662.6300000001,49258.98894,2146936.0200000005,54400.70536
1634,14,1,47,6,2,2275060.7800000003,62357.05330000001,1611891.01,38947.4001
1362,15,8,14,4,1,206184.74,6561.562060000001,205326.70000000004,5895.250260000001
281,4,15,63,5,1,724522.6000000001,17271.177040000002,1874061.9600000002,44361.32712
1850,10,12,23,5,1,1367169.41,34717.8544,1631035.27,38500.72234
770,5,12,13,3,1,31587.370000000003,1106.4902,93247.47,2847.29608
255,3,13,56,4,1,383688.63,8540.2898,1002779.3699999999,22695.54044
304,11,7,18,7,1,119645.63000000003,3881.4050199999997,78468.41,2497.2149799999997
1513,6,9,11,3,2,23181.120000000003,873.8529599999999,78165.06999999999,2569.97668
1923,13,12,25,8,2,944450.6700000002,24866.77592,946096.89,24654.255540000002
1877,7,11,48,8,2,1495278.2,35547.552240000005,2684282.0300000003,63657.32484
411,7,4,47,5,1,406316.16000000003,12152.440440000002,521600.20999999996,13844.1147
415,6,8,33,6,1,230813.61999999997,7520.506279999999,286746.7199999999,8402.34088
321,11,14,33,8,3,165923.07,5200.03288,174882.30000000002,5109.48302
1239,5,4,13,6,1,55754.85,2000.46076,71110.05,2343.7941200000005
567,14,11,35,3,1,614560.18,14928.354479999998,1098276.5900000003,26683.661580000004
999,2,1,58,8,3,128324.25,4134.23836,532004.92,16318.9258
1063,9,13,23,7,3,226738.9,6861.47054,274947.45,7918.90206
78,11,2,62,3,1,190764.87999999998,5035.447579999999,222238.18,5655.7377799999995
1273,7,7,31,7,2,254719.19000000003,8230.688820000001,322050.6,9042.66576
1344,14,1,58,4,2,2336405.1599999997,56343.911439999996,1870490.25,41060.9857
737,1,3,22,7,3,14480.560000000001,497.21642,55320.3,1674.0839199999998
1576,14,6,14,3,2,98194.88,3549.8389799999995,116156.96,3932.11972
1403,7,6,32,4,3,109531.01000000001,3364.87634,276403.11,7862.860759999999
705,10,5,17,7,3,77059.70999999999,2483.01078,64897.93999999999,1914.34908
337,15,11,60,6,2,993226.2300000001,21285.374539999997,1035776.7700000001,21338.64248
1637,5,5,14,8,2,53648.52999999999,1752.8845800000004,73552.08,2183.7305
1235,1,9,13,5,2,16069.869999999999,569.4143799999999,78383.65,2326.3230599999997
1632,12,13,38,4,1,3147232.58,84556.66676000001,4856988.879999999,110013.12868
875,9,14,14,3,3,43672.99,1495.84398,74595.75000000001,2331.7150199999996
1276,10,4,33,3,2,552222.72,15999.624039999999,562663.97,15735.167680000002
538,4,15,35,3,1,392013.79,9513.9704,1210183.65,28540.08998
408,15,12,11,7,2,28079.809999999998,888.04794,48527.67,1324.53514
1650,2,8,33,5,2,100879.82999999999,3024.42326,423609.7500000001,11807.957939999998
1933,10,1,29,7,2,1081979.58,31519.34984,721760.28,20117.71036
1300,4,2,16,7,2,38251.85,1285.90746,63276.780000000006,1961.6268600000003
1887,12,11,25,3,1,1122096.18,27565.553739999996,1979448.0899999999,47432.1218
1962,13,5,53,8,1,13021277.120000001,344955.64145999996,9007947.489999998,211062.90354
1140,1,10,45,7,2,193046.36,4797.81862,1146635.26,28021.966860000004
643,7,11,52,7,3,246958.61000000002,7017.32696,524364.51,14457.86288
1780,4,14,41,6,2,511450.7499999999,12508.928100000001,1640908.8,40248.059740000004
744,12,13,31,8,2,639297.6699999999,16358.32474,607093.7500000001,15208.1886
1846,1,5,10,4,2,14406.13,491.9494600000001,41970.689999999995,1388.9003200000002
1051,3,14,45,5,2,291141.27,7806.86048,819003.7,21837.81858
878,3,15,10,7,2,12761.8,436.14610000000005,31835.75,1005.88092
1651,1,2,42,6,3,59950.45,1835.3698800000002,441081.02999999997,12512.488879999999
1160,12,6,12,4,2,61885.21,1982.8837200000003,72866.06,2079.3842000000004
1921,15,2,46,8,2,3691564.0100000002,104133.50298000002,2429004.41,58733.521940000006
303,11,3,46,3,3,310261.07999999996,9114.797279999997,300744.45999999996,8713.940400000001
752,7,15,34,6,1,772334.4,18604.8764,1631640.7600000002,38645.83598
54,3,6,61,4,3,14321.27,418.3666,31362.26,912.3410200000001
1244,1,3,47,8,2,127670.0,3742.4083,658772.1599999999,18494.224500000004
856,11,6,43,5,3,673207.53,19101.595979999995,596606.1799999999,16431.632
1420,13,5,53,6,3,1732665.15,42545.748759999995,1501423.84,33848.30006
124,8,8,14,4,2,16455.61,409.28808,32299.68,843.96738
1116,11,15,49,5,3,1183257.4899999998,30412.370800000004,1459995.0399999998,36595.61914
1576,14,2,62,8,2,5509201.609999999,139830.80271999998,3488411.44,79168.06558
1583,1,8,32,6,2,67177.55,2154.4899800000003,409790.81,11744.848259999997
486,11,5,38,8,2,557158.6599999999,15187.891899999999,363024.48,9074.674159999999
1929,12,1,49,8,3,2466297.9499999997,68095.20262,1717803.8399999999,42342.207519999996
83,10,12,17,5,3,29948.619999999995,750.87182,35554.18,844.74598
1709,13,5,45,6,3,1627716.7999999998,44379.88276000001,1328081.28,33373.411080000005
140,1,4,50,5,3,13371.529999999999,389.22441999999995,54112.969999999994,1468.2032000000002
1792,5,15,29,5,1,990576.0700000001,24408.462959999997,2438138.2500000005,55842.71744
1029,6,5,44,4,2,164534.47000000003,5051.07258,435346.19000000006,12454.96592
364,14,3,18,5,2,53224.969999999994,1868.79932,44806.39,1461.63466
645,12,10,35,6,1,1367742.5299999998,32522.69828,1547324.5299999998,35869.400559999995
113,3,5,45,4,2,18156.07,522.6071199999999,38953.2,1104.2336599999999
532,7,14,46,4,2,144037.12,4269.879559999999,479193.77,13393.447240000003
597,1,2,54,5,1,261744.96000000002,6263.090200000001,928640.1700000002,22126.919799999996
272,12,9,34,7,2,220884.4,6841.734119999999,195902.88999999998,5782.69712
183,6,3,38,7,3,28498.46,1045.14148,50293.99999999999,1597.59712
1407,6,5,35,5,2,197642.94999999998,6368.402960000001,369132.93,10775.597879999998
1739,10,13,56,5,3,2255616.7399999998,58448.360759999996,3049083.44,69869.36507999999
1534,15,5,16,6,3,152672.36,4791.060240000001,124091.50999999998,3539.50772
985,14,2,17,6,2,130475.07000000002,4429.34368,97135.33,3135.0327999999995
1764,2,1,48,6,3,109228.8,3451.969240000001,561421.9800000001,17260.95686
1925,8,7,53,4,3,1211715.0300000003,32803.54578,1113531.7200000002,28671.48198
329,6,9,33,4,1,125209.03,3751.4136200000003,362798.78,10566.978739999999
1392,6,10,44,5,1,1754296.65,45044.74624,3622996.03,86688.5385
1224,1,6,42,6,1,491609.44000000006,12036.10754,1737859.33,42850.48934
1377,6,4,13,5,1,62518.11,2143.3057400000002,80896.45,2552.59234
104,3,10,58,3,2,28270.810000000005,898.92158,73008.23999999999,2129.6129599999995
1204,1,5,38,3,2,43867.05,1402.3278599999999,328458.0,9340.19924
72,5,7,63,7,1,184105.96000000002,5589.512119999999,237927.21000000002,6767.541139999999
219,5,7,39,4,2,27813.7,1007.5511999999999,67939.26,2055.62616
926,7,12,47,3,2,276743.06999999995,7460.043220000001,926831.14,24264.5834
1183,2,11,52,5,1,1282194.62,30331.20106,4537022.09,101617.96322
258,12,9,59,3,3,389439.93000000005,9303.55062,488698.63,11313.08842
998,13,14,39,7,2,1319145.14,32900.33872,1255173.74,29743.226239999996
1195,13,15,9,8,3,34208.36999999999,1347.886,47096.369999999995,1561.31434
2036,4,4,20,5,2,64264.380000000005,2156.3316,147076.59000000003,4598.43152
1026,7,5,25,5,1,252054.36000000002,8166.752279999999,318279.21,9533.328259999998
1204,12,2,61,3,3,1639967.7000000002,39277.03035999999,1740798.7799999998,39751.55876
499,7,14,10,3,3,12101.409999999998,396.64070000000004,34857.06999999999,1115.6192800000001
1369,5,15,10,5,3,14657.569999999998,541.8764199999999,49363.23999999999,1649.5415
1410,10,3,18,4,2,172905.99,5574.9326200000005,146651.25,4500.825139999999
1953,6,5,31,6,2,252550.65999999997,8335.389720000001,409493.51999999996,11981.058299999999
599,11,7,47,8,1,3273921.61,92892.38684,2217737.25,55324.99508
931,9,5,33,5,1,1200720.19,30250.87452,998757.25,22768.65142
1818,11,15,37,6,3,1219291.8800000001,30861.87884,1462203.95,35407.97816
2007,11,5,58,4,2,3155518.6799999997,75864.9255,3175423.37,72036.22598
1632,7,9,15,3,3,38305.56999999999,1342.1566000000003,123452.42999999998,3898.1205600000003
913,4,2,47,7,1,1000397.86,25273.13688,1559616.2899999998,36270.48270000001
1281,7,14,61,3,1,2416879.16,56262.30130000001,6752892.279999999,147351.62686
2018,15,3,32,3,3,744431.1900000002,21179.10432,754810.04,20801.5903
1120,8,12,37,4,1,1255428.9300000002,30251.20282,2180674.93,49289.99364
577,1,12,48,3,2,107063.32999999999,3139.21432,731092.52,19453.91766
1709,2,1,48,5,1,788511.1500000001,19806.82762,1839192.05,44901.98992000001
1814,14,7,58,3,3,2468406.0900000003,58499.64508,2686285.2199999997,61008.28088
