batch_size,in_size,out_size,for_energy,for_time,back_energy,back_time
535,262,240,12645.26,446.6615800000001,52247.25,1608.8106400000001
2042,290,188,24407.93,865.0616,66756.39,1989.6655999999998
1163,428,114,15183.059999999998,598.0114799999999,52537.719999999994,1611.2067200000001
169,181,248,9905.960000000001,226.85009999999997,26323.8,729.0552
311,172,473,17175.239999999998,548.8632,33597.33,934.4433000000001
462,371,445,18956.879999999997,725.17764,46965.81999999999,1472.7314199999996
966,182,208,12083.11,417.0830400000001,38615.64,1211.3357600000004
1916,494,454,72457.09,2356.9767199999997,232274.15,6690.373239999999
735,427,358,24242.519999999997,879.01906,87358.76999999999,2550.6518000000005
781,262,130,12028.83,410.41639999999995,39830.19,1377.974
1305,369,217,19818.670000000002,813.1021799999999,62526.72000000001,1916.4669600000002
585,434,11,7245.5,206.83517999999998,15719.570000000002,611.79618
1110,336,436,29175.4,1017.39432,71333.37999999999,2179.8116800000003
1779,75,23,6470.29,242.23833999999997,21191.96,768.22128
362,361,265,14897.420000000002,475.46666000000005,50452.68,1555.41724
621,338,413,21079.109999999997,749.2263399999999,52415.01,1569.71326
1467,497,397,53740.75,1750.25494,166585.78999999998,4870.67604
1962,3,310,12745.300000000001,483.98674,39816.8,1360.08422
676,408,212,14644.74,566.9986,49570.78,1567.8944800000002
416,410,367,19345.66,683.6982,55778.68000000001,1680.4397400000003
452,396,85,9376.22,345.52456,27990.069999999996,915.1545600000002
761,223,425,15681.769999999999,613.9549,50093.240000000005,1570.51952
1098,64,128,8388.63,251.07783999999998,25308.2,847.2986200000001
1671,248,296,23345.24,845.2562,66469.6,2005.7300199999997
1787,267,296,25822.02,924.8462599999999,73046.07,2166.25768
188,70,417,10219.740000000002,253.08345999999997,24719.170000000002,769.6363800000001
463,469,509,42589.630000000005,1429.3824399999999,54376.04,1554.64552
648,162,11,17233.840000000004,592.9964,21966.48,675.50958
1206,165,487,28360.47,1103.84454,68796.25,2320.26022
880,462,250,29626.349999999995,1076.15616,76240.11,2381.7545
1027,324,399,27917.420000000002,968.02086,67031.66,1963.5335599999999
688,260,498,22386.379999999997,702.0148,49551.33,1442.7280199999998
871,121,258,13018.21,380.33974,32768.420000000006,1020.46
1615,216,375,29362.669999999995,965.8861199999999,76481.22,2118.3976600000005
1515,341,170,21340.870000000003,730.18004,60728.040000000015,1757.87558
884,71,493,12197.22,399.58522,39766.15999999999,1235.5090599999999
1220,334,213,22989.440000000002,772.57522,58987.88999999999,1728.2854
372,237,12,17471.219999999994,440.7224,17648.89,513.38376
769,126,387,14881.009999999998,586.2148199999999,41086.89,1479.8504000000003
390,260,81,9546.48,298.9171,24374.989999999998,811.6783399999998
936,341,366,32444.99,1059.9997999999998,69053.79000000001,2005.64298
768,413,253,21408.02,704.96876,68610.04,1976.0703600000002
1116,346,220,16823.69,706.8879,65054.75,2083.9126599999995
1721,21,490,13245.2,504.70397999999994,50179.33,1687.2055400000002
336,210,311,11170.04,398.21408,31194.369999999995,984.5313400000001
304,173,148,8571.760000000002,286.63415999999995,27705.559999999998,883.6180400000001
1761,206,29,9648.41,329.17396,25623.68,866.83048
383,411,391,28900.76,976.19192,53998.26000000001,1587.0220599999998
1682,507,110,25676.269999999997,916.84398,61317.490000000005,1909.16436
1943,334,452,46547.73000000001,1672.68802,111974.18999999999,3346.07816
1460,212,154,15349.669999999998,551.1062000000001,41288.96000000001,1353.7558800000002
715,147,492,13840.88,501.30532000000005,40753.07,1389.4530399999999
655,200,427,14295.649999999998,534.3627,41039.92999999999,1313.4301
225,13,192,9692.91,181.59969999999998,23846.350000000002,635.02206
601,349,3,7404.15,192.07780000000002,15205.64,551.02226
1744,255,229,22222.75,862.23912,71538.57999999999,2079.4377
973,223,309,13227.51,609.9664399999999,45977.08,1469.3897
871,398,134,13804.229999999996,564.1074,45906.24999999999,1439.62318
118,40,6,1656.5,61.18769999999999,11374.48,376.38309999999996
92,2,332,3028.53,82.08396,11489.88,421.1818
436,243,445,22917.950000000004,693.1714000000001,41611.84999999999,1207.61236
1034,306,352,20077.48,753.66896,58579.6,1823.21006
531,101,349,6127.95,343.11252,35322.71000000001,1058.42746
993,226,450,19873.579999999998,735.41804,55762.2,1696.68568
1893,447,53,15919.240000000002,607.27442,51412.73,1533.12984
1466,76,454,12581.140000000001,534.12782,53027.219999999994,1689.11924
373,429,134,13916.02,447.98481999999996,31968.32,1050.1434
732,182,424,14271.180000000002,534.79642,44351.06,1425.0680800000002
1018,342,115,14705.190000000002,513.9457600000001,36403.65,1240.66346
1807,371,470,56293.780000000006,1882.8856200000002,121844.15999999999,3563.4810000000007
471,104,222,8470.45,280.99642000000006,25458.35,847.61872
364,273,425,25729.94,880.83482,38190.770000000004,1117.7589199999998
1495,87,462,18015.72,730.4322399999999,59492.030000000006,1944.2387600000002
1523,141,396,16972.609999999997,661.79134,60764.619999999995,1920.7998599999999
651,367,149,10720.24,472.21057999999994,41442.72,1356.8363599999998
533,41,1,3517.47,137.08642000000003,12603.090000000002,405.99672
1931,177,482,53698.630000000005,1782.41168,111132.51000000001,3441.25912
771,61,418,13993.52,439.03318,38373.909999999996,1212.3120399999998
897,413,8,9318.26,215.63644,19230.890000000003,601.43502
862,473,449,59670.78999999999,1864.29512,128728.88,3968.845
1938,339,271,40671.920000000006,1308.1623800000002,84036.56999999999,2402.71828
1745,55,89,7589.710000000001,300.75613999999996,25056.710000000003,837.85654
1791,316,114,22028.070000000003,724.3045399999999,44532.42999999999,1384.4552
446,71,359,11392.8,314.66027999999994,26199.87,842.6634200000001
1067,75,110,8824.460000000001,289.90314,24727.090000000004,795.9282599999999
940,408,221,22106.24,749.9010000000001,60810.369999999995,1822.9680400000002
1400,4,257,12151.469999999998,426.30998,29017.23,947.1251
1654,343,61,12766.12,477.21450000000004,35626.78,1080.08682
1421,156,53,10153.19,308.59662000000003,23971.57,808.8903599999999
749,329,296,21777.93,656.57288,65536.37000000001,1948.59564
1779,147,182,14913.289999999999,549.97166,45301.380000000005,1433.67558
1670,163,395,24072.2,826.3847600000001,65392.880000000005,2010.8155199999997
1162,59,200,9253.53,323.61552,31461.68,1013.3649200000002
1696,480,38,14918.189999999999,506.0857199999999,38844.49999999999,1164.91278
1110,236,233,18594.36,620.6343200000001,93357.31,2870.6107199999997
1640,365,370,41299.95,1380.1015200000002,93998.20999999999,2739.6013999999996
1071,364,236,23022.370000000003,752.03894,85105.92,2497.81336
1451,131,82,10388.140000000003,387.78015999999997,27488.97,912.7494800000001
381,277,90,10764.77,282.03204,24652.08,730.7152
1178,462,192,25715.239999999998,856.80866,78857.23999999999,2273.09076
280,510,334,34428.03999999999,963.47312,48849.97000000001,1256.43916
1610,501,217,34739.93,1219.5804999999998,96440.17,2780.0986
849,18,448,11171.810000000001,269.03618,28540.6,935.7193199999999
1275,180,316,18121.21,622.4835999999999,52819.68000000001,1607.1094
1118,109,29,4028.3200000000006,202.4617,17624.43,598.09928
1172,10,52,6520.36,233.87452000000002,17109.96,640.67364
348,324,262,14456.73,396.67378,42726.95,1244.4781200000002
1150,149,450,18995.359999999997,633.98714,53162.06999999999,1562.7540000000001
1748,312,175,23894.63,860.43504,57436.979999999996,1783.5542400000002
480,456,473,23001.620000000003,906.5453000000001,49617.86,1645.99182
1678,263,219,21488.010000000002,821.66268,62241.63999999999,1937.7849
