batch_size,in_chan,out_chan,side_len,k_size,stride,for_energy,for_time,back_energy,back_time
1316,6,1,32,3,3,75908.04000000001,937.9850200000001,396129.36,3031.3473800000006
1737,11,8,41,4,3,2013100.3800000001,15634.685140000001,2322000.8999999994,17557.50114
774,12,10,37,3,1,1609621.1,14292.66876,2458132.12,22869.184780000003
1607,6,5,39,8,3,438706.1999999999,3350.4302200000006,1106968.56,8338.73612
1990,9,14,18,4,2,359511.9,3030.95704,588338.3,4684.6765000000005
308,2,6,35,5,2,17239.940000000002,316.2175,72728.1,862.08708
1655,8,2,21,7,2,326763.01999999996,2606.2062799999994,302247.82,2442.6616999999997
419,12,6,37,5,3,258790.8,2130.95214,339198.38000000006,2377.2503399999996
1314,4,8,9,8,1,11415.98,204.2535,30121.960000000003,392.8201
1916,1,4,55,8,3,187770.52,1891.3782799999997,1952606.0799999996,17217.2989
1805,11,1,8,6,3,11954.28,361.55393999999995,34822.84,389.07346
1182,7,1,19,3,2,47454.719999999994,407.86046000000005,91600.04000000001,703.1187600000001
1892,7,10,28,7,2,521375.57999999996,3883.7525400000004,1166030.9200000002,9209.2337
1350,13,14,53,8,1,13771219.6,159703.79368000003,16417952.419999998,206968.2711
37,10,10,19,6,3,7845.42,147.45164,19509.22,267.48386
682,5,14,42,7,2,358509.82,2911.61186,885656.9,7700.404339999999
1612,10,10,9,6,1,94887.54,1191.58674,171148.22000000003,1370.35422
1855,10,12,29,8,2,1936508.7400000002,16736.797939999997,1933968.3799999997,18862.260540000003
1330,6,5,54,8,2,1492449.7,11130.59482,2391933.5599999996,19229.99326
992,5,12,46,7,2,639392.8400000001,4916.67474,1690837.9600000002,14970.104560000002
1677,1,9,59,3,1,3270565.3399999994,30188.13328,9610864.02,96946.2894
523,11,7,22,7,3,97666.98,922.01096,133476.3,929.06274
1540,7,4,58,5,1,4331174.12,37001.81338,6345359.7,58350.52274
694,3,14,46,6,2,276180.92000000004,1940.4311400000001,662163.84,4565.14388
353,12,8,61,3,3,833634.3800000001,7235.7296799999995,932514.7,8358.96054
1375,4,1,14,4,1,29603.199999999993,608.96374,116183.8,1052.1270399999999
1325,9,13,54,8,3,3662047.4599999995,30330.062939999996,3682235.46,34695.84102000001
1910,6,3,34,7,1,1989011.0000000005,19520.814779999997,2218761.44,23404.72368
1834,8,10,56,4,2,3517857.1000000006,26880.64586,5217008.2,41582.719419999994
785,5,5,28,7,3,80210.96,684.44828,136697.71999999997,1120.98894
1785,8,10,45,8,2,3124724.6399999997,25539.41604,3463980.38,30345.11414
2046,11,1,62,8,2,9124085.48,95701.75936,6786391.3,72719.45466
1510,1,13,59,3,1,3247513.6799999997,31218.672720000002,9760827.099999998,106296.30941999999
911,14,5,26,4,1,839962.4400000001,7867.668059999999,881483.28,7664.857860000001
826,12,14,15,3,3,22176.46,519.2913,124526.1,822.3730400000001
434,5,10,40,8,3,97919.54000000001,905.68454,323558.8,2256.0335
1800,12,5,15,6,1,590302.4400000001,5440.095480000001,460700.7199999999,4009.2404
751,7,10,45,4,2,319578.12,2293.2242200000005,1119707.8,8748.921180000001
1966,5,8,24,5,1,576530.4,4859.839379999999,1388374.2,11828.38098
425,9,8,23,5,2,98656.98000000001,1196.4480399999998,141612.2,1125.76642
1395,9,10,9,7,1,40690.81999999999,763.6512799999999,127520.38000000003,1069.8813599999999
1371,10,6,49,3,3,2130330.2199999997,17105.05166,2460439.3,19347.01702
928,11,14,9,6,3,32293.620000000006,466.41405999999995,46718.58,511.32234000000005
1424,8,3,50,7,1,5460208.199999999,60327.43994000001,4961121.3,52145.030979999996
954,14,9,13,3,3,24366.38,601.5723,98780.3,904.97528
1090,8,10,55,3,3,1335707.08,11105.373219999998,1896417.2399999998,14519.227139999999
1331,12,7,44,7,3,2333144.68,17524.150599999997,2185798.9,16119.2115
1729,13,1,32,6,1,3682787.1199999996,34785.49682,2661350.6600000006,25501.58802
1546,15,14,54,6,3,3638037.62,30595.71198,4090059.04,38839.15658000001
1674,15,15,8,3,1,49066.060000000005,710.32526,158699.52,1149.9715
1687,2,7,59,5,3,278427.00000000006,2476.89156,2109318.3,18003.90586
1397,5,8,60,8,3,852662.6199999999,5983.842420000001,2475602.8,17656.16956
85,9,9,50,4,3,53117.56,646.28426,109073.13999999998,918.34676
1917,4,9,25,7,1,857875.0600000002,7522.05336,1910008.4600000002,20196.45064
69,12,10,61,4,2,126950.42000000001,1074.54484,203255.08000000002,1496.2035
1897,2,5,45,3,1,1323023.92,12387.418260000002,3978891.28,38402.291300000004
1359,6,3,19,8,3,37451.0,628.1451800000001,108503.16,814.8018800000001
420,6,14,37,8,2,218759.2,1662.9869999999999,432058.07999999996,3530.9608399999997
488,12,12,54,4,1,2720709.52,25260.917859999998,3784005.3,43649.93794
1272,15,9,39,3,1,3295157.5799999996,33361.653340000004,5444618.66,42421.86026
507,13,8,11,3,2,15582.24,312.84664,72598.76,505.7305399999999
1754,5,7,12,4,3,11629.58,212.14264000000003,31005.76,451.21796000000006
348,3,10,41,4,1,218101.26000000007,1753.99268,654464.9,5750.980419999998
238,6,11,28,4,2,24238.2,322.13019999999995,71879.72,732.1937
738,13,12,26,3,1,573097.88,4618.88746,1023028.4,8667.21182
871,6,5,61,3,1,1762743.3399999999,14261.610359999997,3870621.1,33348.77262
1144,3,11,56,5,2,887732.14,7150.654640000001,1843177.6400000001,14881.668179999999
1917,1,8,26,3,1,399191.02,4121.3379,1579159.7,15176.2012
983,13,15,63,7,3,3300098.94,28615.68308,3677047.5,35084.90234
1001,10,6,41,8,3,1429467.6800000002,12074.8885,1268853.02,10577.5056
1291,7,9,32,7,3,252631.26,1894.69828,807008.3400000001,6319.155939999999
676,5,8,56,7,3,307301.5,2336.0334599999996,978638.8600000001,8021.06228
1551,8,12,12,5,2,33760.88,646.2466000000001,81625.72,743.54908
995,12,12,13,5,3,31786.98,477.1827200000001,90865.18000000001,709.6306
266,8,3,15,7,2,17836.82,261.82982000000004,28438.620000000003,311.35402000000005
169,3,8,53,4,1,132369.02,1163.73724,333940.75999999995,2587.4025599999995
494,12,5,39,7,1,1833474.4,19122.82034,1416606.28,15120.05374
880,7,10,11,8,2,11164.5,256.9827,39888.86,490.66691999999995
331,8,2,19,6,2,17493.859999999997,436.13430000000005,41032.69999999999,463.11964
1699,15,3,34,8,2,2699081.26,21334.97348,2345683.6399999997,20480.832619999997
1161,10,2,55,3,3,2251452.96,18279.5514,2498941.42,19927.45648
518,8,14,44,6,3,334005.48000000004,2578.97652,512840.45999999996,3873.3858800000003
1363,1,8,59,8,3,185685.53999999998,1726.1717800000001,1544324.5999999999,15125.88284
445,6,6,14,6,3,9583.740000000002,154.07783999999998,22316.859999999997,293.51264
1211,1,11,51,7,3,97692.64000000001,1160.64838,1395297.9,13699.760079999998
265,10,13,39,5,2,261277.44000000003,2163.3985199999997,419453.18000000005,3345.4849999999997
1276,8,5,56,6,1,5524282.680000001,54283.92455999999,5958851.9399999995,52119.36948000001
1016,13,15,48,6,2,3120524.2600000002,24121.750699999997,3711863.04,29680.1273
1203,8,12,28,4,2,321615.4,2708.7971399999997,700703.8400000001,5020.5118
984,3,8,55,4,1,1565813.7399999998,13194.09842,3279756.0399999996,28438.700699999998
1843,6,9,31,6,1,1909431.1800000002,16683.25688,3571275.0200000005,39304.08292
1774,15,9,27,5,2,1367733.38,10473.89912,1708228.06,12555.69162
1369,8,4,15,6,3,45673.8,685.7298,101938.23999999999,648.1851
1179,2,5,59,8,2,520029.1799999999,4591.474459999999,2041115.3400000003,20004.92384
775,2,14,33,7,2,73830.35999999999,973.2816999999999,593343.26,5554.6095000000005
1708,14,6,17,5,2,336344.44,3053.1961199999996,324735.4,2681.7747400000003
216,5,6,45,5,2,49256.46,579.6802399999999,167712.03999999998,1064.04628
1667,2,11,25,8,2,88514.18,1117.1212799999998,611878.3,5249.68512
43,15,12,57,3,3,39868.119999999995,400.16560000000004,87383.74,704.7071000000001
820,12,5,37,6,3,850914.5200000001,7196.184539999999,839883.18,6944.06864
547,12,11,10,5,1,27698.879999999994,543.0713400000001,70047.35999999999,764.26566
994,9,6,38,3,2,897290.1200000001,7817.5307,1077052.8599999999,9475.49514
1342,15,10,24,5,2,734945.56,5975.24256,828509.86,6416.948939999999
1614,3,12,35,8,3,253400.2,1857.73468,385382.30000000005,2616.1817
977,3,9,17,6,3,22346.18,233.23193999999998,18465.54,397.02088000000003
1160,15,2,45,6,1,5506278.659999999,56716.70812,4358210.22,38628.797959999996
2038,7,10,36,5,1,2990501.46,25041.11418,5433573.68,53105.208640000004
1302,4,3,49,4,1,1277999.74,11993.386040000001,2728159.5,26356.953439999994
1007,3,15,26,8,3,43227.439999999995,653.87388,135839.41999999998,955.9770599999999
1921,4,3,27,4,1,396257.5,3385.49654,999009.8800000001,8478.415400000002
1931,13,10,44,6,2,4667606.46,35240.092979999994,5013331.9799999995,43597.797560000006
325,1,6,41,4,2,10915.52,256.2833,88561.72,1013.40054
561,8,14,19,8,2,54576.259999999995,643.7035000000001,103858.34,916.8320800000001
1518,5,3,12,4,2,13458.2,304.3848,51895.659999999996,494.72598
1608,9,15,23,3,3,467138.73999999993,4270.4594799999995,684581.9200000002,5832.9023
90,1,1,54,4,1,18818.3,279.03916,94656.74,1309.73918
345,10,15,20,3,1,98167.46,1043.5425,231593.65999999997,1903.52544
847,8,5,47,3,1,1505123.04,13107.846179999999,2203425.8600000003,19105.712460000002
1116,6,4,57,8,2,1399194.34,10839.341660000002,2160249.5999999996,17361.1379
777,13,1,46,7,3,1437487.8,11496.43404,1300886.5799999998,10197.12462
487,6,7,48,3,3,92299.54000000001,882.7100399999999,389909.92,2822.6638599999997
1211,12,10,21,5,3,223285.68000000002,2099.58874,411671.28,2859.8471999999997
921,14,4,47,8,1,6175366.279999999,69997.82556,4669782.94,50556.76442
1849,13,11,31,7,2,2354036.9400000004,18837.21954,2385808.1,21222.128520000002
155,9,4,30,7,1,298270.77999999997,3370.0995199999998,245720.7,2690.7176
259,14,4,58,8,1,2783241.1399999997,31220.24078,1993140.7,22583.921380000003
1636,5,2,35,5,1,1176320.2399999998,10738.25222,1793645.2799999998,16417.6195
1342,15,10,17,4,2,201188.40000000002,1936.7012399999999,366373.74,2578.58506
1930,1,1,44,4,2,100213.4,1181.51762,1214556.2200000002,11944.960039999998
