batch_size,in_chan,out_chan,side_len,k_size,stride,for_energy,for_time,back_energy,back_time
1514,3,38,61,7,3,1124303.74,28299.54828,2370524.99,57094.937860000005
1699,9,48,28,4,3,779965.02,19259.13916,1276474.34,31096.32474
459,8,47,39,6,3,284777.76,7684.7639,489478.04000000004,13177.070700000002
192,11,63,24,8,1,642660.0400000002,13758.768180000003,876530.3400000001,20147.553200000002
326,2,41,26,7,3,29805.210000000003,977.78666,123434.11000000002,3587.9594999999995
557,12,46,56,3,2,1412561.6700000002,31588.065280000003,2768540.39,59125.347140000005
427,12,21,33,3,1,634097.4600000001,14877.612399999998,1244701.3800000001,29088.688639999997
957,12,46,60,4,1,9483609.77,194000.76511999997,18426757.54,397806.16504
2007,7,29,42,6,3,747976.03,17052.736920000003,2079340.3699999999,50023.929619999995
1544,12,53,55,6,3,4007748.54,95148.59808,5539031.85,128289.36513999998
635,7,7,52,8,2,482492.63999999996,13738.17816,575604.05,15582.54018
1039,6,20,22,3,3,52408.3,1684.1929,136897.25,4006.9372000000003
1426,12,13,40,6,3,1130269.92,29711.7474,1174874.3,29810.6859
1754,4,4,9,6,2,19402.36,684.0776,34965.729999999996,1016.2716399999999
268,4,5,50,3,2,48622.909999999996,1612.2925,131931.98,4093.7216600000006
1525,15,6,55,6,1,7690074.919999999,212725.79947999996,6389369.03,150550.69792
1115,14,12,10,5,1,97200.13,3276.56804,114121.91,3679.2326199999998
1874,15,47,52,6,2,7271727.63,191860.45264,9680055.139999999,216814.96529999998
1351,8,9,39,3,1,1328754.4999999998,32541.680920000003,2211029.47,52952.86562
945,14,35,40,8,1,8889761.139999999,201682.40154,10400995.7,224958.96109999996
2043,9,29,41,3,3,1459000.1100000003,36466.745899999994,2759896.4899999998,62312.79352000001
794,15,63,27,7,1,3320365.04,73165.48886,4756567.340000001,108934.65646000001
1982,5,4,51,7,1,3100089.1700000004,90569.34388,4419618.14,113758.21669999999
1912,7,55,62,6,1,18868741.339999996,370492.04656,39468016.63,875056.9118000001
1521,14,1,8,7,2,44450.56,1443.4314799999997,42955.240000000005,1242.08664
1975,11,57,58,3,3,3418936.6399999997,90909.29268,7567674.720000001,175600.30228
1931,3,1,11,4,1,29513.53,1116.21636,47278.9,1588.50066
1661,3,25,61,7,3,854172.0599999999,20347.982120000004,2088679.3199999998,51873.00259999999
195,9,20,13,7,3,17429.739999999998,629.9896000000001,41632.67,1073.3492600000002
650,15,35,12,5,2,81625.19,2741.28042,91637.3,2810.4939600000007
1637,3,1,21,8,1,204964.71000000002,6834.4277999999995,143850.28,4481.314399999999
76,3,31,60,4,1,235598.21000000002,5607.23518,777172.11,18504.9797
1384,13,44,60,8,1,35809946.82,645084.35406,43380623.190000005,867303.8174999999
999,10,56,62,4,2,3843901.96,78581.63336,7113763.489999999,141530.10634
330,3,40,12,7,3,17540.21,493.3582,35763.490000000005,914.05432
1625,12,25,40,7,1,9206277.72,214593.202,11706608.220000003,255196.02175999997
626,13,61,14,7,1,406933.2,9162.588199999998,580226.1799999999,13940.441320000002
1912,4,47,22,5,2,271552.01,7081.38328,967048.9299999999,24642.081960000003
710,13,58,22,6,1,1631970.9899999998,34814.59274,2424876.5300000003,54542.23415999999
871,4,22,17,5,2,36177.87000000001,1265.29846,103158.95999999999,3004.7673800000002
1670,15,6,60,4,2,3039022.3,75715.81151999999,2915946.5300000003,66696.76842000001
894,5,25,12,3,3,17455.379999999997,641.00938,72409.53,2208.2552600000004
171,4,23,52,4,1,395468.37999999995,8870.69972,1174998.7899999998,26478.6788
1915,15,41,56,8,2,13342834.52,321973.73152000003,14951626.15,319887.0267800001
819,9,1,17,3,2,62384.5,2083.3424999999997,69187.48000000001,2111.78824
791,10,6,12,6,2,61562.96000000001,2066.62952,50227.58,1550.59178
816,5,29,55,6,1,2851281.6999999997,63609.864539999995,8031365.609999999,175723.10192
90,11,11,48,8,3,109756.8,3246.4617599999997,124190.40999999999,3495.4294800000002
202,11,4,13,6,1,52027.37,1887.6009399999998,38244.05999999999,1362.74846
1009,9,1,24,4,2,211287.91,6796.73608,196917.23,5960.759639999999
1290,13,31,19,6,1,1065939.6700000002,24582.734379999994,1526039.79,35837.781460000006
367,14,30,40,8,3,424891.5399999999,10643.31828,503957.44000000006,12639.91008
950,6,63,26,6,2,392002.8,8782.4887,1203255.5800000003,27783.569939999998
1259,10,5,61,3,2,1723951.8199999998,43056.98225999999,1964958.9600000002,46672.24766000001
1678,3,58,32,7,3,361023.23000000004,8636.1914,1048575.8600000001,25186.50684
491,8,23,15,5,1,76096.00000000001,2308.90518,122416.69000000002,3681.642
1755,6,55,10,7,1,117577.85,3489.1940200000004,230673.15,6980.219620000001
1888,5,6,13,3,2,28636.340000000004,1068.6408000000001,60977.02999999999,1945.4087000000004
86,15,35,46,5,2,180075.24,5419.960959999999,256000.99,7592.191200000001
