batch_size,k_side_length,stride,in_chan,im_side_length,for_energy,for_time,back_energy,back_time
767,6,2,19,93,13434624.470000003,312277.55348,0.0,0.0
34,9,1,5,62,420258.23,14395.39906,0.0,0.0
1509,8,1,19,59,53119806.03,1134260.5324000001,0.0,0.0
1352,5,3,23,52,3071447.8399999994,73528.2446,0.0,0.0
1141,4,1,11,63,11558074.59,289630.6338,0.0,0.0
1434,8,3,16,74,8370649.890000002,192851.19978,0.0,0.0
1084,3,2,30,94,14844856.38,315924.06172,0.0,0.0
1629,5,3,7,95,4279935.959999999,100698.47956,0.0,0.0
1115,5,3,17,62,2823982.62,65056.42090000001,0.0,0.0
361,7,3,19,84,2715876.86,66630.43976000001,0.0,0.0
940,9,2,19,94,26712360.240000002,571594.92456,0.0,0.0
1071,8,1,26,69,72992105.01,1529025.83066,0.0,0.0
643,2,3,20,89,1875962.5500000003,41992.14594,0.0,0.0
628,7,2,4,71,1619496.56,45422.008019999994,0.0,0.0
1995,4,1,29,66,59634206.44,1227590.24038,0.0,0.0
603,5,3,27,64,2527749.3299999996,60503.49156000001,0.0,0.0
1358,5,1,6,75,15491981.850000003,391671.21394000005,0.0,0.0
508,2,2,4,80,476040.1,14363.237960000002,0.0,0.0
1366,8,3,18,79,10126125.81,224552.03926,0.0,0.0
1539,6,3,23,86,12885663.370000001,287722.37994,0.0,0.0
141,8,1,9,73,3997780.91,117673.10746,0.0,0.0
1617,8,2,29,84,48981608.620000005,1018980.87326,0.0,0.0
1963,4,1,19,74,49296820.82,1033738.3868999999,0.0,0.0
1411,7,2,17,85,22248378.69,472020.22884,0.0,0.0
1663,3,2,27,81,15479704.0,330162.22758000006,0.0,0.0
811,6,1,26,83,59873160.3,1240734.78796,0.0,0.0
1362,7,1,18,90,97773942.28,2013349.8458,0.0,0.0
559,8,3,9,62,1341476.09,33674.83936,0.0,0.0
1492,7,2,21,78,23797312.15,509209.27441999986,0.0,0.0
1412,6,2,23,63,12851859.24,301438.99481999996,0.0,0.0
447,9,1,9,70,12956821.040000001,308711.28276000003,0.0,0.0
846,2,1,29,93,25063509.439999998,527410.84942,0.0,0.0
1036,8,3,11,66,3243124.7,79950.40838000001,0.0,0.0
1658,8,2,22,80,34244400.239999995,719434.30382,0.0,0.0
970,8,2,16,91,18657816.020000003,412036.11524,0.0,0.0
945,6,1,12,97,45347535.230000004,985816.3065599998,0.0,0.0
1578,9,1,11,72,57685325.95,1244258.90836,0.0,0.0
232,9,1,10,59,5034654.459999999,136184.02964000002,0.0,0.0
917,5,2,12,96,8921753.279999997,217844.67708,0.0,0.0
2043,5,2,23,90,33436909.669999998,713823.9435999998,0.0,0.0
1729,9,1,20,90,183939529.08,3759756.1229600003,0.0,0.0
381,6,2,15,83,4198781.41,95782.51929999999,0.0,0.0
536,8,3,21,84,5335206.68,127007.08572000002,0.0,0.0
1645,3,3,14,83,3974605.9,93283.57558,0.0,0.0
1432,5,1,23,65,46083983.629999995,979324.9313199999,0.0,0.0
241,8,1,16,55,6308458.54,165239.00479999997,0.0,0.0
889,5,3,9,99,3220141.8899999997,77950.50534,0.0,0.0
131,8,2,5,80,627664.38,19144.498620000002,0.0,0.0
1219,3,1,6,63,5589250.799999999,154289.6505,0.0,0.0
1155,4,2,25,61,7055244.9799999995,161665.34106000004,0.0,0.0
788,6,1,23,70,35460566.550000004,795807.13046,0.0,0.0
1886,3,2,11,99,10474407.379999999,241311.71590000004,0.0,0.0
1968,2,3,13,82,3046471.0700000003,69865.52148000001,0.0,0.0
113,7,3,29,88,1543512.27,39160.98248,0.0,0.0
675,6,2,23,82,11491588.589999998,262602.92782,0.0,0.0
296,8,3,18,57,1230046.2399999998,31787.225139999995,0.0,0.0
1251,4,3,21,84,6126335.07,137330.66388,0.0,0.0
2000,6,2,25,59,17548615.95,384096.39822000003,0.0,0.0
570,7,2,5,65,1470415.58,42044.90864,0.0,0.0
733,4,3,3,95,643584.16,21363.809979999998,0.0,0.0
1400,6,2,30,67,19481541.3,414012.88924,0.0,0.0
346,7,2,13,65,2424018.42,60190.6343,0.0,0.0
1798,2,1,19,70,19288467.45,431861.0426800001,0.0,0.0
1366,8,2,19,74,20488876.389999997,450293.53813999996,0.0,0.0
1707,2,3,16,99,4982086.83,117419.7943,0.0,0.0
962,7,1,6,75,15841648.290000003,397001.0642399999,0.0,0.0
2023,8,3,10,98,13532342.030000001,310468.85144,0.0,0.0
801,9,1,7,97,35059092.42,831623.9681599999,0.0,0.0
1876,3,2,10,55,3008152.0799999996,86079.58484,0.0,0.0
1017,8,2,23,87,26098155.220000003,563790.64988,0.0,0.0
1817,8,2,23,54,16602746.819999998,389098.79536,0.0,0.0
980,4,3,25,77,4595547.340000001,100651.66308,0.0,0.0
558,3,1,18,81,11726082.610000001,284648.30508,0.0,0.0
1925,4,2,19,72,12622056.370000001,295596.57258000004,0.0,0.0
464,9,1,3,84,6322965.45,177516.29136,0.0,0.0
1438,7,2,8,63,5811075.2700000005,173060.02434,0.0,0.0
940,9,2,27,54,10923425.39,264341.80022,0.0,0.0
966,4,2,6,75,2074168.9200000004,49950.22747999999,0.0,0.0
294,8,3,4,69,372848.8,12754.88946,0.0,0.0
588,6,3,11,66,1437835.65,34147.15266,0.0,0.0
1016,6,1,24,97,95236143.47,1952916.8051999998,0.0,0.0
1333,6,1,8,84,30383732.740000002,726817.81936,0.0,0.0
1898,4,2,6,51,1878617.6699999995,54445.07182,0.0,0.0
1749,5,2,9,88,10819136.620000001,257996.7315,0.0,0.0
799,5,1,20,99,53836281.75999999,1136071.659,0.0,0.0
1366,5,3,14,53,2147361.38,53215.641480000006,0.0,0.0
756,9,2,18,54,5786939.619999999,141151.28214,0.0,0.0
236,4,3,3,70,114424.81000000001,3993.0823000000005,0.0,0.0
37,4,2,3,82,52228.850000000006,1777.23214,0.0,0.0
495,8,1,25,57,21399750.490000002,491180.93687999994,0.0,0.0
1870,8,2,8,79,13503685.570000002,324503.93682000006,0.0,0.0
2043,2,1,12,79,17874529.39,408940.39415999997,0.0,0.0
412,8,1,11,55,7409388.409999999,179474.76628,0.0,0.0
245,8,1,31,50,9761210.970000003,234166.77975999998,0.0,0.0
1726,2,3,29,56,2946002.55,65440.0076,0.0,0.0
231,9,2,22,68,3954372.8300000005,100774.81572,0.0,0.0
1457,8,3,6,97,5395473.89,132991.50648,0.0,0.0
813,6,1,17,53,14928655.660000002,370242.70436000003,0.0,0.0
886,2,3,8,64,469859.08999999997,14919.981519999998,0.0,0.0
616,8,1,13,86,33983530.56,786540.85344,0.0,0.0
355,4,3,7,97,821960.13,20204.6348,0.0,0.0
649,7,3,6,60,763018.0399999999,24347.19696,0.0,0.0
538,2,1,25,61,5941892.130000001,145547.73959999997,0.0,0.0
1505,7,2,10,87,14761950.75,345327.999,0.0,0.0
613,4,2,24,71,4922715.72,116896.56672,0.0,0.0
1550,7,1,14,96,99186541.06,2049527.8530200005,0.0,0.0
1864,6,2,16,80,20886152.009999998,454933.948,0.0,0.0
1969,9,3,18,81,18384919.390000004,402456.07879999996,0.0,0.0
816,8,3,28,82,10066125.36,223869.74819999997,0.0,0.0
314,6,3,21,55,993107.8099999999,24782.8819,0.0,0.0
1167,3,2,11,64,2657903.94,63844.73483999999,0.0,0.0
225,3,3,22,60,467301.1,11814.359520000002,0.0,0.0
1811,3,2,31,66,12289368.010000002,262883.96557999996,0.0,0.0
91,4,2,21,53,401974.05000000005,11469.07388,0.0,0.0
740,9,3,24,84,9637829.910000002,216713.02284,0.0,0.0
2039,5,3,24,50,5069135.58,118879.27406000001,0.0,0.0
1778,3,3,4,57,572774.42,18727.8682,0.0,0.0
1939,6,1,29,94,207021672.14999998,4206022.57964,0.0,0.0
1420,7,3,4,91,2844150.43,69782.91305999999,0.0,0.0
216,2,1,6,72,764288.15,21556.16904,0.0,0.0
1507,8,2,29,74,34682693.12,723888.85216,0.0,0.0
921,4,2,23,55,4170301.7600000002,101537.79946,0.0,0.0
1326,7,3,4,65,1270884.2300000002,40558.20706,0.0,0.0
270,7,3,7,58,378743.5300000001,12886.9633,0.0,0.0
1246,6,2,11,94,13301992.280000001,320156.31678,0.0,0.0
1341,4,1,23,51,18116667.46,423808.32082,0.0,0.0
1394,5,3,11,95,5853118.609999999,136780.43110000002,0.0,0.0
1041,6,1,17,93,64253278.48,1349481.54632,0.0,0.0
1470,8,2,7,81,9759276.78,244459.13846,0.0,0.0
999,3,3,4,81,645653.93,20871.695100000004,0.0,0.0
632,7,2,16,92,10826162.489999998,259727.28122000006,0.0,0.0
450,2,3,30,79,1542300.1199999996,34693.56664,0.0,0.0
820,8,3,20,71,5348531.220000001,128360.42692,0.0,0.0
842,6,2,26,75,12905325.209999999,297802.28142,0.0,0.0
713,2,1,26,84,15468382.690000001,356003.30708000006,0.0,0.0
473,3,3,6,52,188916.11,6328.51306,0.0,0.0
393,7,1,18,95,32510677.869999997,742266.8621799999,0.0,0.0
2046,8,2,29,81,55989886.589999996,1164747.6510799997,0.0,0.0
1778,6,1,5,73,18969247.74,494480.23268,0.0,0.0
942,5,1,4,50,3024366.64,81335.97846,0.0,0.0
1731,9,1,13,59,47682215.61,1036406.0259,0.0,0.0
226,3,3,13,82,560909.21,13352.48254,0.0,0.0
1054,3,1,9,67,7505821.2,192260.03958000004,0.0,0.0
596,9,3,8,62,1281587.92,39967.449559999994,0.0,0.0
1543,6,1,24,69,71044101.54,1485558.76036,0.0,0.0
415,6,1,30,76,29398396.410000004,668680.17954,0.0,0.0
1315,8,3,11,91,7931352.959999999,183398.69118,0.0,0.0
590,7,3,28,59,3032973.82,70668.17838000001,0.0,0.0
925,3,1,20,74,17213559.46,409598.90996,0.0,0.0
1739,7,1,14,58,37001169.910000004,828801.54166,0.0,0.0
772,7,1,12,53,12308197.879999999,288261.27650000004,0.0,0.0
478,4,3,5,97,730196.4799999999,16376.98254,0.0,0.0
783,9,2,16,82,13846331.11,336299.9568,0.0,0.0
1919,4,2,6,90,6421519.84,164306.61358,0.0,0.0
785,8,2,27,87,23465466.03,508652.74352,0.0,0.0
1757,6,1,22,98,155567490.55,3184280.61866,0.0,0.0
