batch_size,in_size,out_size,for_energy,for_time,back_energy,back_time
34,31,319,18187.829999999998,1007.7882200000004,38538.119999999995,1726.6297200000001
1176,429,67,18734.1,540.9394800000001,37546.229999999996,1145.1474400000002
172,459,240,17014.12,289.88967999999994,35060.340000000004,903.6522000000001
654,22,356,9792.41,287.85072,24809.559999999998,831.6509599999999
1538,270,302,27863.129999999997,944.3220399999998,76162.54,2234.0013200000003
919,92,187,10661.609999999999,329.41008,30397.890000000003,957.7398799999999
430,368,13,4380.47,195.38987999999998,17847.269999999997,636.1331400000001
1226,108,82,10936.84,346.96919999999994,24226.059999999994,781.4168000000001
38,140,144,3714.59,79.72506000000001,17131.91,454.21302000000003
1724,33,125,9069.779999999999,295.83658,24957.18,953.10906
1057,237,221,16823.71,594.7837200000001,76881.48,2337.59474
1640,128,321,18187.85,604.5064800000001,51716.15,1547.0636399999999
1057,130,448,17744.07,520.60472,44802.1,1415.7137199999997
45,220,221,7189.92,118.82839999999999,20750.109999999997,523.9873799999999
1310,511,456,57191.66000000001,1682.5394199999998,166316.66999999998,4784.21904
1377,319,385,33728.52,1113.38288,78404.35,2253.52902
1524,60,340,12504.890000000001,412.4429200000001,42669.520000000004,1328.32672
1364,14,58,6513.06,220.28755999999998,19946.229999999996,657.62314
373,248,311,13527.85,365.3641,30424.690000000002,918.4937399999999
844,211,149,15024.34,428.28330000000005,42460.86,1341.21074
361,179,129,11086.399999999998,262.84069999999997,27871.579999999998,781.2842800000001
482,111,68,8184.12,230.57558,20698.83,635.94628
1865,459,120,25787.33,861.6600000000001,69210.68000000001,2058.35704
1615,302,465,44408.47,1420.9231999999997,97768.99999999999,2802.44666
1622,348,455,49923.54,1575.91614,107169.55999999998,3005.8961200000003
1986,473,11,10126.27,396.65064,26547.27,892.60432
874,237,119,12234.45,402.19777999999997,30975.260000000002,993.6500400000001
281,299,200,8937.96,276.8781,38160.34,1023.7728999999999
1299,485,331,40936.15,1327.39766,135645.39999999997,3831.96198
763,278,431,21130.370000000003,731.5165199999999,49113.590000000004,1578.7217399999997
1537,266,428,33795.66,1094.8654000000001,83045.48999999999,2340.1079600000003
1434,290,14,13032.78,395.33006,19894.99,689.1326600000002
1582,495,411,73979.86000000002,2321.0479400000004,195245.44,5849.287139999999
1477,80,128,10000.539999999999,317.9951,28293.339999999997,911.67094
1559,47,69,8094.51,265.79498,21974.42,740.2335400000001
782,306,455,24511.05,851.1656800000001,61017.87999999999,1759.3605199999997
806,346,266,18245.8,668.2734600000001,64507.9,1914.4165999999998
1463,430,441,51238.85,1701.08586,104115.37999999999,3012.8386400000004
401,165,421,19591.61,599.61612,31480.640000000003,933.7315799999999
571,331,472,20814.170000000002,701.06192,51094.82,1463.84922
736,468,119,13311.13,528.14256,39756.969999999994,1206.0089400000002
652,353,322,18516.76,676.3901999999999,66306.05,1950.70104
1538,114,354,17051.980000000003,573.74564,51056.4,1606.56486
252,84,138,6300.66,196.47392,19473.82,657.54272
924,278,77,11221.91,362.58272,27948.46,860.5731
707,210,239,13208.55,476.2174,35771.37,1110.2694000000001
1626,56,39,9449.45,233.78458,21281.030000000006,685.0828999999999
2004,67,274,14292.579999999998,491.95104000000003,45665.11,1353.4027999999998
1846,305,310,36159.009999999995,1145.0522799999999,80359.29,2278.85726
1143,140,262,14873.650000000003,470.32691999999986,41296.3,1271.2700200000002
113,323,392,9844.96,283.62739999999997,26869.43,732.1708000000001
401,89,162,6922.639999999999,246.44015999999996,24563.520000000004,675.7031399999998
945,334,264,19908.46,673.79998,81699.65,2447.9150400000003
1739,442,179,32569.52,1119.12604,86064.84,2508.72158
918,382,4,8013.87,228.84656,15095.190000000002,527.2676799999999
1173,75,400,11779.16,405.81506,37353.43,1330.5049799999997
265,178,498,14310.9,373.11514,29829.03,807.98388
851,379,210,22274.71,709.5156000000001,56865.07000000001,1666.16138
1418,354,396,39867.41,1247.3045,87701.8,2485.74838
775,110,214,12188.739999999998,355.85336,28451.389999999996,925.53442
2024,16,41,7935.18,233.74912,18949.54,680.3596
