batch_size,in_chan,out_chan,side_len,k_size,stride,for_energy,for_time,back_energy,back_time
1716,4,24,24,3,2,187550.81999999998,1685.2125800000001,799192.26,6298.768300000001
888,5,61,23,6,1,1617678.98,15631.382740000001,3548286.88,37459.82512
275,8,26,57,5,3,381046.38,2841.0479399999995,741978.1,5893.8989200000005
1629,15,22,27,7,2,2090939.5,17644.05556,2606326.32,26150.925939999997
380,1,44,17,6,1,39739.840000000004,570.4862999999999,387451.44,3396.4178999999995
1579,7,29,40,3,3,525286.78,4190.73828,2315896.22,16952.981860000004
1492,1,33,52,4,2,1666644.9200000002,15731.188579999998,5981361.5200000005,58263.610640000006
167,1,48,58,7,3,56984.81999999999,680.16276,549118.4400000001,4864.86702
693,2,12,15,7,3,12596.380000000001,153.34895999999998,34455.44,524.02656
490,14,2,12,3,2,32148.339999999997,412.0317,33060.240000000005,431.99456
1143,3,24,30,5,2,212740.0,1648.19888,550594.22,4314.33278
666,2,17,32,3,2,49601.86,594.39782,374167.80000000005,3139.2968
120,1,46,11,8,3,2929.68,84.41394,29228.479999999992,324.32578
1355,14,4,62,3,3,3317386.56,28230.96022,3401644.0799999996,32215.16578
1476,9,20,40,4,1,6095248.1,55401.7414,9662626.66,94358.24132000002
163,7,61,37,3,3,41639.280000000006,472.7371999999999,165020.27999999997,1246.9785
821,12,4,44,3,1,1995451.52,16946.80518,2224225.24,18654.935940000003
1046,6,37,29,8,3,474299.42000000004,3798.3623000000007,794029.92,6903.828660000001
2017,8,2,31,5,2,964644.8200000001,7810.890240000001,1004846.0599999999,7502.5596399999995
1535,13,52,38,5,1,12015287.84,145150.61342,20555914.200000003,244885.34595999998
1047,11,27,56,3,1,8016247.8,81046.8144,13775570.180000002,157619.11838000003
1219,13,56,57,8,2,13292213.219999999,166523.47292000003,16237716.0,198083.38981999998
306,9,51,46,5,3,612524.0599999999,5137.7834,870498.26,7718.64936
491,4,60,22,8,1,584229.5,5704.2915,1571043.34,17166.04028
309,9,18,51,6,1,2992251.8,32276.477639999997,3679090.94,46281.11484
1889,5,55,23,6,1,3078107.32,27203.306180000003,6540817.0600000005,69226.13896
936,2,47,44,7,3,401441.83999999997,3537.8328199999996,2157703.3,21826.44244
1376,10,38,49,7,1,24479453.94,303366.53677999997,27987781.200000007,373106.63373999996
1344,9,17,8,6,1,54651.979999999996,997.8902999999998,164069.44,1108.0956
2020,8,38,44,8,1,18413968.96,225244.75623999996,24782060.560000002,308506.92183999997
40,15,7,16,7,3,12314.419999999998,146.46788,17097.1,252.63759999999996
1471,9,50,45,8,1,29445549.580000002,366629.37264,36472070.980000004,522587.3136
2036,5,44,57,4,2,5150089.4,39880.83078,12897835.6,116036.56120000003
1829,14,49,18,4,1,2781926.46,26487.39646,4223166.72,45455.23308
1223,4,4,55,5,3,262527.46,2221.09666,1431229.1800000002,11324.5142
236,7,54,35,8,3,261193.28000000003,2342.5490600000003,313564.82,2903.1961199999996
1360,11,32,54,6,2,7182808.779999999,65614.89038,9280940.620000001,93069.51864
227,14,22,59,7,1,4175989.16,49448.5984,4696540.64,57805.5824
600,13,22,27,3,3,162029.63999999998,1485.5783,369398.46,2616.6882
1618,15,13,22,8,2,1059634.78,8764.6157,1109850.68,9768.11936
777,15,40,39,8,3,2123109.7800000003,18943.704260000002,2215660.84,22391.507139999998
872,13,40,16,7,1,1095646.6800000002,10876.27792,987225.24,11230.80042
760,8,59,48,4,3,1394102.8400000003,12309.61334,2595882.0,22838.91514
958,14,28,57,4,3,2572871.8400000003,23614.49408,3974340.339999999,37966.261
514,5,33,8,7,3,6291.460000000001,135.18874,37911.200000000004,494.32086
613,13,34,37,6,2,1739530.4200000004,16438.33814,1801007.3199999996,18714.817959999997
1566,8,32,21,3,3,199275.62,1865.7729199999999,506005.68,3890.49016
1475,6,31,38,8,2,2158220.76,18636.54854,3586976.8600000003,37325.2564
1133,11,12,10,3,3,6701.640000000001,340.3394200000001,70622.44,561.3081
1402,13,41,57,7,2,12127240.739999998,138363.28908000002,14698827.080000002,171417.34164
624,12,25,8,6,2,16175.480000000001,415.68336,66215.63999999998,665.1727
1857,3,8,58,4,2,1075298.6800000002,8615.552979999999,2345050.3400000003,18202.58912
171,3,17,18,6,2,17503.640000000003,142.25618000000003,35733.560000000005,317.5919
1197,14,14,28,5,1,2303001.9000000004,19278.38088,3105707.3200000003,29198.96908
1954,5,23,59,3,2,2678061.8999999994,20100.678720000004,8224825.139999999,67511.61368
53,2,53,31,5,2,14038.02,238.74044000000004,71981.08,874.7555
1150,4,28,49,4,3,544357.74,4731.9233,2304576.68,19715.376640000002
1316,15,58,62,4,2,9495584.860000001,91998.88355999999,15120032.02,170946.92289999998
271,8,23,22,4,3,25386.980000000003,317.92828,66592.8,534.44846
1929,13,30,43,8,3,4936348.5,42001.918419999995,5623425.580000001,52435.631819999995
1331,10,30,27,4,1,3099572.1399999997,29873.62928,5175465.34,49801.681679999994
206,7,57,55,4,1,2364708.2799999993,22586.22036,4758635.279999999,53848.123159999996
1582,9,23,13,3,1,330024.77999999997,2739.0164800000002,719948.1399999999,6115.2643
1362,2,49,63,6,2,3272409.84,31976.157659999997,10973797.56,130298.41642
1667,9,59,23,6,2,1884903.64,18764.30342,2534270.92,28254.64606
1691,7,30,35,7,2,2076912.4600000002,18198.478519999997,3382595.1799999997,33116.0505
1961,8,25,20,6,3,317284.36,2660.6336600000004,625607.48,4733.488579999999
593,11,50,32,3,3,515482.1,4460.11586,739204.7,6509.4214600000005
543,13,44,49,7,3,2196431.2199999997,19557.676719999996,2354458.08,23836.417999999998
1320,6,18,30,6,3,239879.77999999997,1839.33576,633363.76,4959.8395
585,12,47,54,7,2,4667678.5600000005,52607.90668,5523142.5,63717.76466
1758,4,9,21,5,1,357991.0399999999,3015.8264400000003,1071919.9200000002,9979.04234
42,6,8,58,6,2,17397.4,378.02699999999993,49511.619999999995,592.2799
1221,12,5,19,8,3,232230.87999999998,1948.1516,193195.25999999998,1500.3605199999997
952,1,39,24,4,3,29256.560000000005,427.3732999999999,239934.58,2172.64796
836,11,8,12,3,2,34994.979999999996,388.59435999999994,44583.659999999996,462.9352
484,8,45,32,8,2,775333.76,6985.778220000002,935371.14,9235.14864
995,7,57,29,5,2,934807.26,8745.699079999999,2050705.2600000002,19802.998639999998
106,7,51,9,7,2,6230.460000000001,126.16039999999998,24639.84,315.38528
1125,10,37,34,8,2,3369103.8999999994,36748.778340000004,3437630.46,40472.94984
1788,4,13,44,4,1,2937324.14,24328.972239999996,7643469.119999999,73486.47938
396,3,42,52,6,2,786588.6,6889.525020000001,1677080.6,15232.805960000002
255,14,17,33,7,1,1251589.9,12528.144660000002,1183986.2,13516.22616
1945,12,30,19,6,2,1017273.9400000001,8696.30686,1268871.3,10481.397819999998
815,7,11,57,4,1,2849976.9,22611.771819999998,5698657.2,54227.32028000001
1337,2,11,32,6,3,41921.34,670.29018,482076.42000000004,4042.3958199999993
1129,4,54,36,4,1,3751208.7000000007,34643.08994,9319167.959999999,105690.2841
1927,15,57,55,8,3,12361222.040000001,137081.79022,13922903.820000002,163384.93243999998
1804,12,43,49,7,2,12807190.18,128174.89246,13894448.02,160476.67361999996
291,8,12,9,4,2,7652.58,131.41062000000002,20433.260000000002,286.88076
1610,15,42,63,8,3,11555340.24,124512.54647999999,12866348.879999999,146793.71828
1172,15,29,17,7,1,1341140.2600000002,12836.949400000001,1400402.96,15263.718999999997
734,5,20,29,4,2,103978.02,1094.4206400000003,506099.81999999995,3586.8268000000003
983,5,63,35,7,3,633449.1599999999,5467.238719999999,1616211.74,14938.185240000003
275,12,42,42,5,2,769641.62,6669.06586,1054133.02,10099.33046
1991,3,39,53,5,1,10362633.42,103847.32599999999,23756616.46,259464.88162000003
854,5,50,62,7,1,11838006.799999999,146414.12545999995,28590311.340000004,351235.60816000006
37,1,47,48,7,2,20300.239999999998,313.01262,152987.86,1577.56892
1963,4,13,14,7,3,14427.460000000001,385.8353,138774.06,1031.6204400000001
1433,6,11,45,8,2,1342658.9600000002,9942.17946,2542998.7800000003,22893.87072
1972,12,34,38,5,2,5213675.6,46472.831439999994,6879674.779999999,62627.228839999996
1491,8,57,16,6,3,267824.00000000006,2299.96906,389862.30000000005,3243.0673
1412,4,6,21,5,1,227459.16,2026.12622,467125.36,4196.60506
