batch_size,in_size,out_size,for_energy,for_time,back_energy,back_time
1603,2,1,3,90,8671002.06,72242.83516,0.0,0.0
1193,8,1,5,50,10278851.8,132693.22982,0.0,0.0
692,7,2,8,63,4714969.720000001,42326.70454,0.0,0.0
1341,5,3,14,50,3849973.0800000005,28468.943919999998,0.0,0.0
1447,6,3,5,72,4210146.659999999,26848.182380000002,0.0,0.0
1177,7,1,8,52,15345379.459999999,200521.57736000002,0.0,0.0
536,9,3,15,57,3404866.7400000007,29911.214279999997,0.0,0.0
1373,8,1,7,77,39881510.480000004,559638.11676,0.0,0.0
1181,5,2,20,74,17652752.519999996,180006.60012,0.0,0.0
1276,8,2,18,61,16911312.9,196148.12686000002,0.0,0.0
1509,3,1,23,63,31399067.639999997,376614.55456,0.0,0.0
1069,6,2,16,92,24218243.660000004,262101.54552,0.0,0.0
880,4,2,29,50,7258913.32,65076.753059999995,0.0,0.0
886,7,3,12,67,5123579.4399999995,43386.34386,0.0,0.0
1992,3,3,21,88,16130207.720000003,114112.05566,0.0,0.0
1565,2,3,11,75,4400019.24,25314.778479999997,0.0,0.0
1722,9,3,16,82,23071040.82,229879.87396000006,0.0,0.0
1500,6,3,5,94,6261238.819999999,50708.64746,0.0,0.0
1147,2,3,29,80,8428909.059999999,55361.997279999996,0.0,0.0
1952,4,2,10,65,9025269.879999999,82337.17106,0.0,0.0
1364,8,1,22,97,194963756.3,2776915.7058599996,0.0,0.0
1637,4,1,5,93,22811761.740000002,282223.66125999996,0.0,0.0
831,8,2,3,63,2355326.12,21232.473159999998,0.0,0.0
1343,6,3,22,51,6704678.799999999,57626.87476,0.0,0.0
2004,6,1,25,67,109570698.38,1489597.7565600001,0.0,0.0
1777,8,2,29,66,45319659.39999999,537359.0931599999,0.0,0.0
467,2,3,18,67,1490842.08,7678.77614,0.0,0.0
1416,4,2,30,61,16386960.0,158674.85553999996,0.0,0.0
1713,4,2,29,53,14714953.8,136686.42382,0.0,0.0
366,5,3,7,95,1991258.3199999998,13594.609779999999,0.0,0.0
1866,2,1,22,90,55659795.18000001,607068.7369,0.0,0.0
525,3,3,16,81,3145983.06,19525.87806,0.0,0.0
1735,2,1,11,69,16477153.84,175647.1469,0.0,0.0
1596,6,2,25,65,26570671.68,284514.58158,0.0,0.0
350,6,2,20,83,8138575.360000001,84952.08226000001,0.0,0.0
2003,3,1,14,85,46175578.82,554237.5188600001,0.0,0.0
420,6,2,23,95,14548269.5,156408.9988,0.0,0.0
600,6,2,31,96,27905819.639999997,313319.04888,0.0,0.0
1969,3,1,25,97,101237150.47999999,1216039.8997799999,0.0,0.0
997,5,2,27,98,35431435.2,363412.82452,0.0,0.0
1454,3,2,25,78,19049462.880000003,168422.62592,0.0,0.0
175,8,3,28,56,1904421.5,14827.676800000001,0.0,0.0
1066,3,1,23,56,18004156.779999997,213975.06184,0.0,0.0
1757,7,1,19,56,58803167.279999994,807231.99842,0.0,0.0
1853,4,1,21,91,95690614.48,1208786.1466200002,0.0,0.0
1740,7,2,22,73,37443334.42,427775.91654,0.0,0.0
131,8,3,17,58,938053.1,7289.0070399999995,0.0,0.0
1886,6,2,4,94,11578074.66,120478.9098,0.0,0.0
213,9,2,27,80,8904468.14,103304.38680000001,0.0,0.0
1519,8,1,18,91,156582234.6,2209970.09404,0.0,0.0
1122,2,2,22,53,5073284.16,37398.8418,0.0,0.0
1500,7,2,9,91,21320376.42,244851.07545999996,0.0,0.0
1913,7,3,8,55,5512888.64,38255.98166,0.0,0.0
119,3,3,26,75,1043167.5399999998,5510.52656,0.0,0.0
1411,7,2,19,62,18294684.62,205073.27172000002,0.0,0.0
271,6,2,11,78,3263841.8600000003,30975.78312,0.0,0.0
1295,8,3,20,82,18737911.1,182523.78902000003,0.0,0.0
1532,7,3,15,68,10498073.76,95350.19286,0.0,0.0
133,3,2,7,95,900194.26,6076.59444,0.0,0.0
1996,5,2,11,76,17380772.18,175939.1387,0.0,0.0
1711,2,1,25,84,50802540.88,559073.1617200001,0.0,0.0
638,4,1,4,67,4313626.659999999,43937.257139999994,0.0,0.0
906,5,2,18,63,9283434.36,91541.86396000002,0.0,0.0
885,4,2,3,55,1020872.54,7290.7238800000005,0.0,0.0
1925,2,3,18,67,6425401.0,37782.3123,0.0,0.0
1597,8,2,19,76,36553760.099999994,431668.57598,0.0,0.0
1235,3,2,31,87,25040463.279999997,226432.11168,0.0,0.0
2037,3,1,18,79,51657876.779999994,617913.67494,0.0,0.0
723,6,3,15,95,9073776.759999998,73660.73958000001,0.0,0.0
578,4,3,20,77,4610560.72,31042.82378,0.0,0.0
1909,9,1,14,79,128776686.91999999,1825699.72024,0.0,0.0
1398,5,1,14,82,54623377.02,722563.0873,0.0,0.0
504,6,2,23,91,15712358.540000001,172123.06016000002,0.0,0.0
1847,3,2,13,56,6864774.92,56588.633879999994,0.0,0.0
1837,7,1,18,95,176613697.06,2469238.85286,0.0,0.0
217,4,1,4,85,2367781.9199999995,26066.9214,0.0,0.0
1320,7,3,3,85,3584567.28,24844.89578,0.0,0.0
89,9,2,10,89,1928468.0,20078.53786,0.0,0.0
1980,7,3,19,54,10052076.320000002,90662.88434,0.0,0.0
1513,2,1,25,69,30886257.559999995,344600.95826,0.0,0.0
1615,5,3,18,57,7367999.92,55950.019940000006,0.0,0.0
843,7,3,25,50,5408737.32,43357.43731999999,0.0,0.0
1242,5,2,30,80,32254478.02,329522.25669999997,0.0,0.0
1444,8,3,20,60,11343296.18,104944.96853999999,0.0,0.0
1088,5,2,23,52,9243778.8,89305.09262,0.0,0.0
1393,7,3,26,73,19164810.66,179357.31768000004,0.0,0.0
934,7,3,28,86,19228700.8,178207.06026000003,0.0,0.0
949,5,3,5,54,1173397.98,7824.32166,0.0,0.0
1617,9,3,26,87,39984382.44,407183.82606,0.0,0.0
1026,4,3,20,60,4649338.64,32084.574799999995,0.0,0.0
371,3,1,12,93,9527868.7,111435.16068,0.0,0.0
1557,4,1,27,99,121304087.68000002,1543716.09644,0.0,0.0
510,9,2,16,69,9261331.28,108644.9518,0.0,0.0
1721,8,3,31,94,50417945.839999996,500727.97796,0.0,0.0
1323,9,2,29,87,68083362.02000001,823855.8095799999,0.0,0.0
286,7,2,28,94,13452886.7,151190.7952,0.0,0.0
172,9,1,31,69,20097648.66,285404.83481999993,0.0,0.0
774,5,2,31,90,26302269.020000003,276556.2463199999,0.0,0.0
1780,3,3,26,78,14215066.219999999,101673.31857999999,0.0,0.0
687,4,3,18,67,3799786.4,25838.64124,0.0,0.0
91,3,1,20,53,1457717.1999999997,14432.51374,0.0,0.0
1883,3,2,19,82,20846771.56,181886.04082,0.0,0.0
527,5,3,6,84,1880910.72,12754.53016,0.0,0.0
227,4,2,23,87,4696192.8,40102.87362,0.0,0.0
1897,3,1,30,65,53511142.28,641432.7960399999,0.0,0.0
171,4,2,3,94,664369.64,5048.260119999999,0.0,0.0
1943,9,3,5,89,9784082.66,93159.47346,0.0,0.0
108,3,2,27,59,1019682.5,7332.334140000001,0.0,0.0
961,3,1,6,72,8392369.879999999,84007.72508,0.0,0.0
1317,9,3,23,90,31550339.179999996,317343.49224000005,0.0,0.0
2015,7,1,14,56,50287429.839999996,684249.5535,0.0,0.0
1796,8,1,28,60,115664689.25999999,1625838.73744,0.0,0.0
841,7,3,11,99,9162857.4,82490.6531,0.0,0.0
824,9,3,4,59,1582912.2599999998,11864.97746,0.0,0.0
506,6,3,24,85,7848228.160000001,67753.37836,0.0,0.0
569,2,2,4,63,653217.3999999999,4303.110360000001,0.0,0.0
429,5,1,30,99,52955920.34,708072.25934,0.0,0.0
1786,8,3,3,95,7091295.360000001,50348.037659999995,0.0,0.0
448,8,3,30,54,4379102.4799999995,37073.903139999995,0.0,0.0
1233,3,1,25,53,19965408.98,240264.29406000004,0.0,0.0
1583,5,2,16,51,9237660.620000001,90724.72688,0.0,0.0
1100,7,3,13,61,5557422.36,47450.49398,0.0,0.0
380,9,3,21,65,4290358.74,36805.82179999999,0.0,0.0
1454,7,2,30,54,22237436.96,242460.52962,0.0,0.0
83,2,2,5,51,48337.299999999996,591.5643399999998,0.0,0.0
1263,2,3,21,77,6513989.580000001,41180.51188,0.0,0.0
520,9,2,19,85,17382175.9,209591.72324,0.0,0.0
1576,4,1,30,92,105747562.44000001,1344370.6567999998,-0.1,-0.1
1592,3,3,10,63,3466591.46,22905.4114,0.0,0.0
1358,2,3,23,82,8185330.58,53004.69226,0.0,0.0
485,7,2,3,61,1164463.6,10196.07348,0.0,0.0
154,3,1,20,88,6025566.899999999,69534.59707999999,0.0,0.0
1377,4,1,9,60,14782778.339999998,167981.04366,0.0,0.0
1200,3,1,25,50,17373085.4,207772.31154,0.0,0.0
337,9,2,27,94,19279613.7,234575.58995999995,0.0,0.0
1549,8,3,18,61,10931519.779999997,100104.40638000001,0.0,0.0
1561,2,2,21,67,10139929.0,77495.01198,0.0,0.0
1076,4,1,12,78,24583245.14,306228.31718,0.0,0.0
1574,3,3,15,50,3004425.92,19601.0391,0.0,0.0
1209,2,1,26,95,47481921.86,525890.84658,0.0,0.0
1827,5,3,27,97,33091673.059999995,284674.06848,0.0,0.0
1176,8,2,29,80,45489469.8,538308.42982,0.0,0.0
939,4,3,10,66,2632407.9200000004,16682.481920000002,0.0,0.0
1538,6,3,29,66,16975297.04,151116.32772,0.0,0.0
1242,3,1,23,83,44373886.7,537441.2897400002,0.0,0.0
1604,6,1,9,63,29205413.559999995,392063.74321999995,0.0,0.0
1046,2,2,3,99,2522736.48,16481.95472,0.0,0.0
1626,2,2,13,76,8889753.92,65815.58152,0.0,0.0
1089,3,2,24,85,16771984.580000002,148873.55744,0.0,0.0
734,9,1,15,88,68188997.8,968036.9773800003,0.0,0.0
1994,6,2,16,54,14728635.440000001,160711.63966000002,0.0,0.0
1949,6,3,22,73,19596356.04,174384.64359999998,0.0,0.0
1875,7,3,27,75,27120874.179999996,250626.4683,0.0,0.0
2035,4,3,7,88,7481978.0,51838.618579999995,0.0,0.0
1665,2,1,17,81,32366532.119999997,353278.2071400001,0.0,0.0
1958,2,1,6,58,8566540.620000001,72592.36714,0.0,0.0
1394,7,1,27,92,186848304.64,2623933.1195399994,0.0,0.0
926,8,1,11,81,47088404.74,659348.3481,0.0,0.0
968,2,1,4,75,4733189.78,41775.609379999994,0.0,0.0
1895,4,1,6,73,20625884.740000002,233162.44872,0.0,0.0
903,4,1,9,78,15712896.7,195072.4078,0.0,0.0
561,3,1,13,87,13326983.720000003,159226.65764,0.0,0.0
2043,5,2,27,68,33781339.4,344701.27024000004,0.0,0.0
1830,4,2,28,71,26792715.800000004,262148.86342,0.0,0.0
1479,4,2,14,69,11071869.959999999,98368.44877999999,0.0,0.0
2011,3,1,8,97,35401321.7,419011.56152,0.0,0.0
1541,6,1,19,97,138669266.57999998,1906564.6846,0.0,0.0
1462,7,3,14,84,14178996.820000002,129402.9966,0.0,0.0
1276,3,3,31,98,17345193.659999996,134959.19282,0.0,0.0
157,4,1,20,66,4712942.0600000005,53977.529760000005,0.0,0.0
428,4,3,19,74,3107201.5600000005,19841.747639999998,0.0,0.0
640,4,1,5,59,4141533.56,42339.70084,0.0,0.0
343,6,2,4,56,815798.74,7391.28628,0.0,0.0
994,9,3,12,70,7405397.2,68945.67132,0.0,0.0
1984,9,3,9,59,8625834.9,63018.05336,0.0,0.0
1043,3,3,27,87,10772600.7,77699.53878000002,0.0,0.0
425,5,3,14,79,2996300.9800000004,20705.77848,0.0,0.0
839,8,3,8,65,3444041.46,28728.46436,0.0,0.0
1144,8,1,12,72,49018689.26,682098.43954,0.0,0.0
612,4,1,22,53,11728118.1,145188.58385999998,0.0,0.0
520,6,1,4,65,4964973.899999999,59743.237819999995,0.0,0.0
372,5,3,21,55,1873239.9400000002,12511.73242,0.0,0.0
1745,9,3,27,94,51077875.86,524819.51258,0.0,0.0
1852,2,3,28,89,15385282.9,107420.82818000003,0.0,0.0
1827,9,2,25,81,69167037.34,836688.6174,0.0,0.0
1331,7,1,6,92,42238588.14,578139.5051400001,0.0,0.0
445,2,1,16,70,6448767.62,69406.66880000001,0.0,0.0
236,6,2,9,91,3143339.18,29844.99228,0.0,0.0
1912,4,1,15,78,52941397.699999996,667132.5582199999,0.0,0.0
1618,3,1,10,54,12675696.32,127896.06352000001,0.0,0.0
569,5,1,26,53,17432372.36,228965.06572,0.0,0.0
1354,8,2,15,56,12918592.4,149269.88124,0.0,0.0
70,7,1,28,85,9073278.74,123324.74678,0.0,0.0
686,9,1,6,99,33888625.300000004,478880.1811400001,0.0,0.0
956,8,3,31,90,26571208.779999997,263862.96131999994,0.0,0.0
1484,2,3,24,54,4490753.799999999,26440.65746,0.0,0.0
679,6,3,15,65,3947165.06,29341.392920000002,0.0,0.0
488,8,3,20,94,9770176.52,91176.22114000001,0.0,0.0
790,8,1,6,88,26789366.259999998,370575.01988,0.0,0.0
211,8,3,28,71,3630026.16,30930.423700000003,0.0,0.0
863,4,3,23,87,9377474.760000002,68490.01018000001,0.0,0.0
1686,2,3,11,95,7076385.7,43361.140719999996,0.0,0.0
1232,3,2,5,76,3880821.3199999994,25758.5568,0.0,0.0
386,9,3,25,90,10256743.72,100746.06181999999,0.0,0.0
1175,7,3,14,57,5280686.08,44159.091779999995,0.0,0.0
1869,7,1,29,94,279798553.72,3944835.76554,0.0,0.0
699,5,3,18,67,4406973.5600000005,33072.81552,0.0,0.0
600,3,2,23,82,8067315.68,72412.32518,0.0,0.0
1235,7,1,12,90,72371571.32000001,1002411.7212400001,0.0,0.0
140,3,2,6,60,308441.5399999999,2184.62192,0.0,0.0
333,3,3,22,96,3695246.8199999994,23940.861979999998,0.0,0.0
397,7,2,19,86,10510515.06,118210.50536,0.0,0.0
428,2,3,21,95,3449231.8599999994,21326.77532,0.0,0.0
267,9,1,4,93,8101966.480000001,110654.2875,0.0,0.0
1569,7,3,13,89,16433979.0,148265.68613999998,0.0,0.0
1300,2,1,20,50,11787423.440000001,125794.89694,0.0,0.0
1464,5,1,11,64,27828360.220000006,362709.29341999994,0.0,0.0
1143,4,1,7,58,9369730.66,100545.75338000001,0.0,0.0
1318,6,1,7,52,13360333.16,165443.0101,0.0,0.0
570,4,3,21,79,5001703.52,34840.166540000006,0.0,0.0
808,2,2,22,90,9903944.299999999,78460.82924,0.0,0.0
208,9,1,9,62,5817917.24,78016.52372,0.0,0.0
1499,7,2,16,53,12383560.860000001,133378.75955999998,0.0,0.0
823,4,3,24,90,9703167.28,73098.39248,0.0,0.0
1187,3,1,15,80,26723994.019999996,318241.65292,0.0,0.0
1915,9,3,21,50,10969755.78,103641.0914,0.0,0.0
837,7,2,4,93,5937401.720000001,62136.40052,0.0,0.0
1355,2,3,13,73,3948149.0800000005,24173.534099999997,0.0,0.0
1691,3,3,17,77,8612720.92,59336.22150000001,0.0,0.0
566,2,1,20,53,6056813.14,62203.642220000016,0.0,0.0
720,2,2,23,95,10146512.16,79573.04478,0.0,0.0
