batch_size,in_size,out_size,for_energy,for_time,back_energy,back_time
762,6,2,17,56,6781336.42,68403.29715999999,0.0,0.0
920,5,3,23,79,9876181.92,78564.92142,0.0,0.0
1239,7,2,23,66,22069554.040000003,249167.95847999997,0.0,0.0
417,2,3,11,93,1584482.02,8355.44384,0.0,0.0
1202,5,1,3,95,15738719.540000001,188881.94216,0.0,0.0
715,7,2,17,72,11767899.58,128479.10704,0.0,0.0
716,2,1,10,53,4236905.62,38715.70456,0.0,0.0
1000,6,3,4,79,2681254.1399999997,17466.26326,0.0,0.0
837,2,3,15,95,4962575.12,29995.80522,0.0,0.0
192,4,2,21,67,2215162.82,16462.60538,0.0,0.0
505,9,3,10,65,2825201.48,23841.709319999998,0.0,0.0
916,5,1,11,86,32128487.059999995,423986.60086,0.0,0.0
1293,5,3,14,81,9343614.899999999,72995.70060000001,0.0,0.0
1037,8,3,13,71,7958357.4,72127.57549999999,0.0,0.0
1398,8,3,12,78,11594092.64,108309.97282000002,0.0,0.0
1166,5,2,30,56,14721493.120000001,146282.64270000003,0.0,0.0
1709,7,3,12,51,5805491.680000001,39833.8914,0.0,0.0
1089,7,2,10,62,8036223.359999998,80338.15086000001,0.0,0.0
1451,2,2,9,74,5383616.640000001,38984.16366,0.0,0.0
1264,2,3,19,51,2701598.1599999997,15035.932920000001,0.0,0.0
441,6,1,13,56,9334457.3,122620.83606,0.0,0.0
862,7,1,21,53,28862821.560000002,397637.63764000003,0.0,0.0
1963,4,2,23,88,37050896.22,369001.15474,0.0,0.0
780,4,3,20,50,2520939.54,16106.7967,0.0,0.0
772,8,3,11,61,3531569.3,29426.787699999997,0.0,0.0
256,7,1,30,92,39864487.739999995,557739.6921,0.0,0.0
1690,4,3,5,66,2433097.94,15513.298299999999,0.0,0.0
225,8,2,5,89,2661085.72,19676.752419999997,0.0,0.0
363,5,1,12,73,10303997.059999999,135939.34118,0.0,0.0
1695,3,1,11,55,13395200.18,157461.04852,0.0,0.0
221,7,2,25,99,10603609.32,120017.87684,0.0,0.0
1897,7,3,23,93,35517878.96000001,345786.7334600001,0.0,0.0
1081,7,2,10,78,12487660.86,135377.2719,0.0,0.0
1089,4,3,5,91,3189758.62,21300.247679999997,0.0,0.0
489,8,3,14,85,5703851.4799999995,50167.88166,0.0,0.0
1871,7,3,16,96,26405299.839999996,252886.01872,0.0,0.0
1675,3,1,19,69,34763449.8,417729.90306,0.0,0.0
963,6,2,11,68,8433966.419999998,85846.84959999999,0.0,0.0
189,6,2,3,85,786937.74,6745.4105,0.0,0.0
1224,2,1,6,81,9212350.639999999,94074.6234,0.0,0.0
367,4,3,12,77,1833174.08,10799.672599999998,0.0,0.0
1166,7,1,13,77,53736513.980000004,740348.44988,0.0,0.0
1270,4,1,22,64,34938874.2,438257.33968000003,0.0,0.0
1987,8,2,16,61,23295663.000000004,272520.32512000005,0.0,0.0
1373,2,3,16,88,6695954.539999999,43639.63974,0.0,0.0
406,7,2,8,53,1840761.8799999997,17038.124180000003,0.0,0.0
1053,5,3,18,77,8797642.24,70833.88168,0.0,0.0
321,3,3,29,76,2950429.38,18616.417200000004,0.0,0.0
538,7,1,19,75,34471645.18000001,477615.21533999994,0.0,0.0
1465,8,1,13,61,47216577.18000001,658645.68158,0.0,0.0
432,4,3,28,67,3719382.5799999996,25482.58478,0.0,0.0
484,5,2,24,77,9744906.700000001,100551.91934,0.0,0.0
1198,5,1,29,55,42035760.34,558645.07714,0.0,0.0
694,5,2,28,88,20577608.44,214345.891,0.0,0.0
1634,7,1,5,63,20600638.060000002,261238.53033999997,0.0,0.0
264,8,1,10,95,17813015.839999996,248185.98066000003,0.0,0.0
828,6,3,27,97,18062359.82,166681.55991999997,0.0,0.0
980,2,1,20,88,26437822.920000006,289315.56934,0.0,0.0
1344,2,1,3,90,7460820.7,60692.01912,0.0,0.0
1615,4,1,31,97,137605801.3,1755883.8696599999,0.0,0.0
69,8,3,7,56,147180.96000000002,1542.48574,0.0,0.0
1526,4,3,28,80,16319435.8,130269.47045999998,0.0,0.0
875,3,3,30,94,11763928.66,82453.29101999999,0.0,0.0
181,8,2,23,62,3675459.4200000004,36861.11168000001,0.0,0.0
1235,6,3,29,73,16997677.5,143674.47942000002,0.0,0.0
541,7,2,30,72,15444855.6,171981.12694000002,0.0,0.0
351,3,3,9,66,733445.4199999999,4462.43032,0.0,0.0
1812,5,3,4,57,2028265.1199999999,13041.125900000001,0.0,0.0
700,3,1,23,90,30485557.880000003,362231.19612,0.0,0.0
1610,9,2,26,77,57563775.98,697993.38402,0.0,0.0
485,2,1,3,99,3357584.1799999997,27837.06562,0.0,0.0
270,9,1,18,97,37871136.02,543623.2692,0.0,0.0
309,6,2,15,62,3167754.3,29424.307380000002,0.0,0.0
411,8,2,17,77,8884825.959999999,99386.13514,0.0,0.0
2036,9,2,12,50,14576639.86,145524.3534,0.0,0.0
419,4,1,18,65,10180300.98,124884.3681,0.0,0.0
1991,2,1,24,68,37508052.22,414312.22922,0.0,0.0
1564,6,2,11,51,8177391.220000001,68370.86330000001,0.0,0.0
416,2,2,23,51,1949952.4000000004,12777.82754,0.0,0.0
1564,4,3,27,59,9103583.8,67516.94266,0.0,0.0
776,3,3,6,56,680327.88,4581.0711200000005,0.0,0.0
209,8,3,20,91,4277305.96,34931.41722,0.0,0.0
832,2,3,24,93,6828067.279999999,45536.94092,0.0,0.0
1768,4,2,18,64,14425570.919999998,134728.80073999998,0.0,0.0
1138,6,2,17,77,18523687.9,198804.93242,0.0,0.0
1367,3,3,22,79,9845614.52,65272.13308,0.0,0.0
468,2,3,18,79,2211962.1800000006,12689.056420000003,0.0,0.0
1745,6,1,13,66,49475702.16,669718.1338199999,0.0,0.0
246,9,3,18,77,3514737.06,29861.9021,0.0,0.0
911,8,2,25,53,12425720.120000001,142285.26212,0.0,0.0
564,3,2,3,74,930469.9600000002,6472.99714,0.0,0.0
1977,2,1,31,84,69781523.0,786015.9716,0.0,0.0
1321,5,3,31,59,10995322.06,88513.53402,0.0,0.0
489,3,1,26,72,15752078.819999998,187870.89219999997,0.0,0.0
1600,6,3,5,53,2237855.5800000005,14302.283300000001,0.0,0.0
1027,6,3,12,82,7692477.82,61828.14604,0.0,0.0
937,7,2,5,95,8615229.280000001,91406.17685999999,0.0,0.0
943,3,3,23,83,7827409.180000002,51954.96976,0.0,0.0
1952,8,2,10,63,15702594.14,178038.16867999997,0.0,0.0
668,7,3,9,76,3793874.5799999996,30705.655680000003,0.0,0.0
577,3,1,7,89,8142154.4799999995,92215.03102,0.0,0.0
932,9,3,21,91,20611944.12,204422.0293,0.0,0.0
1743,3,2,3,57,1810522.7,11611.1805,0.0,0.0
197,4,3,13,77,1019839.8800000001,6430.49748,0.0,0.0
170,5,3,24,58,1084124.4,7298.2158,0.0,0.0
971,6,3,18,93,13590054.38,121071.78566000001,0.0,0.0
553,5,2,24,69,9121230.3,90217.32129999998,0.0,0.0
1584,7,1,24,58,71750990.72000001,987675.7863400001,0.0,0.0
1969,8,2,12,92,42102812.14,508146.01682,0.0,0.0
304,3,1,12,93,7874462.26,91766.93044,0.0,0.0
542,4,1,27,75,25515087.259999998,320603.1119,0.0,0.0
1595,8,3,6,53,3631728.9799999995,25433.806839999997,0.0,0.0
532,6,2,8,98,7287206.74,75235.01001999999,0.0,0.0
1219,2,2,31,86,18680080.48,152876.16096,0.0,0.0
399,8,2,15,56,4093254.9199999995,42043.2645,0.0,0.0
1997,7,2,3,51,3281920.34,28366.222980000002,0.0,0.0
1217,5,1,7,94,32819405.74,429336.75852,0.0,0.0
693,3,1,12,62,7916553.279999999,90592.10466,0.0,0.0
1183,4,2,5,66,3751049.9799999995,25915.18576,0.0,0.0
516,9,2,25,50,7142375.540000001,77752.27493999999,0.0,0.0
1424,8,1,14,79,85036752.46000001,1200662.15842,0.0,0.0
324,9,2,15,60,4139375.340000001,44263.44800000001,0.0,0.0
279,6,2,10,70,2496263.28,22898.652759999997,0.0,0.0
407,7,2,17,72,6717232.4799999995,73576.84184,0.0,0.0
1828,8,2,8,85,22131936.7,261330.03398,0.0,0.0
1778,9,1,19,76,148253111.57999998,2114457.92696,0.0,0.0
1140,7,3,4,68,2516834.3400000003,17272.40526,0.0,0.0
240,6,3,13,71,1484723.98,10925.15686,0.0,0.0
1850,8,3,28,85,39508947.900000006,393937.49926000007,0.0,0.0
1572,8,2,12,57,12227694.580000002,137404.59681999998,0.0,0.0
1400,7,3,3,91,4431217.880000001,29926.045720000002,0.0,0.0
272,7,3,17,80,3173606.3600000003,25538.24966,0.0,0.0
1086,9,1,26,87,166345825.33999997,2382360.00686,0.0,0.0
1740,7,1,16,69,76742182.67999999,1063664.09212,0.0,0.0
237,9,1,24,79,28767386.040000003,408818.16134,0.0,0.0
1888,2,1,7,67,12337800.42,110981.79990000001,0.0,0.0
1275,2,3,9,85,3421634.2199999997,20863.46274,0.0,0.0
1584,9,3,27,90,43891385.42,443364.05218,0.0,0.0
1011,8,1,23,89,126476985.78,1795806.67546,0.0,0.0
946,7,1,7,93,35882277.559999995,494868.78984000004,0.0,0.0
314,5,1,16,57,7245096.340000001,92682.3599,0.0,0.0
862,3,1,17,81,22591941.74,272311.23689999996,0.0,0.0
1031,7,3,13,73,7408899.5,65458.57818,0.0,0.0
1096,3,3,21,62,4817407.08,29446.19916,0.0,0.0
1926,6,2,6,58,7350656.239999999,62774.817800000004,0.0,0.0
320,2,2,17,97,4008865.3600000003,28064.37256,0.0,0.0
185,7,1,25,76,16598963.820000002,228102.54922000002,0.0,0.0
560,4,1,20,71,17759876.4,220701.47922,0.0,0.0
1341,7,1,24,90,153726500.92000002,2146446.68816,0.0,0.0
822,5,1,15,96,47798199.14,638473.5023199999,0.0,0.0
972,7,2,17,54,8717419.120000001,93539.80194,0.0,0.0
577,6,2,4,68,2007962.3399999999,17651.846080000003,0.0,0.0
1058,3,2,19,77,10652658.3,93584.35012,0.0,0.0
1108,7,1,26,85,122240114.26000002,1704998.3420600002,0.0,0.0
1052,4,2,7,94,7584008.880000001,69251.65916000001,0.0,0.0
1691,8,2,25,75,47300666.32000001,566878.20606,0.0,0.0
1935,6,3,10,65,7068487.760000001,58078.29534000001,0.0,0.0
1183,8,1,13,85,77106787.46,1085698.81758,0.0,0.0
384,8,3,10,79,2858994.14,23675.051040000002,0.0,0.0
1084,5,3,7,93,5310796.96,40352.737219999995,0.0,0.0
1077,4,1,14,57,15338686.299999997,188971.78101999997,0.0,0.0
624,4,2,3,52,667129.6399999999,4727.0573,0.0,0.0
1240,4,2,23,61,11423306.96,105951.34902,0.0,0.0
1678,4,2,24,64,17752468.02,171818.22082,0.0,0.0
1705,7,2,27,63,32837909.1,375289.42768,0.0,0.0
1755,6,2,20,77,33294387.439999998,356206.07142000005,0.0,0.0
1569,3,2,21,92,23883366.56,213340.22327999998,0.0,0.0
804,3,1,13,50,7071414.980000001,72078.41516,0.0,0.0
1846,6,3,22,82,23776284.379999995,209615.08616,0.0,0.0
759,4,2,30,90,20128885.380000003,193950.41498,0.0,0.0
36,3,1,22,81,1560494.08,14901.420140000002,0.0,0.0
764,9,2,7,79,8332258.779999999,95212.43416000002,0.0,0.0
478,5,2,4,73,1651392.26,13368.540899999998,0.0,0.0
924,3,3,27,95,10963715.860000001,78605.05096000001,0.0,0.0
1390,5,3,26,78,16335505.020000001,135667.29796000003,0.0,0.0
217,4,3,19,54,800455.72,4690.682019999999,0.0,0.0
889,2,1,10,51,5180510.459999999,43760.46494,0.0,0.0
1202,7,1,22,62,52518594.779999994,723453.7106199999,-0.1,-0.1
1333,6,2,11,63,9377849.46,98354.95274,0.0,0.0
550,6,3,3,92,1481762.5,10734.39552,0.0,0.0
1736,3,3,8,91,6226264.62,40874.92316,0.0,0.0
1130,6,2,9,54,5661314.84,47754.99896,0.0,0.0
1145,6,3,7,72,3932459.4,31075.16448,0.0,0.0
910,5,1,10,98,37429136.45999999,492307.82022,0.0,0.0
391,5,3,9,86,2239824.56,15238.319679999997,0.0,0.0
152,3,1,24,65,4066003.96,44885.56348,0.0,0.0
1584,8,3,25,72,22217319.880000003,216610.36524,0.0,0.0
1177,4,2,29,54,10881849.66,102296.42281999998,0.0,0.0
1225,4,2,24,82,21246631.32,209225.18332,0.0,0.0
368,8,2,4,58,1182493.3199999998,10753.199960000002,0.0,0.0
617,5,1,25,74,35318784.120000005,466653.1905599999,0.0,0.0
1553,8,3,20,64,13748127.540000003,125051.09597999998,0.0,0.0
1894,9,1,16,72,118529233.82000001,1689805.7140000002,0.0,0.0
1363,5,1,13,86,55044895.67999999,725590.811,0.0,0.0
383,6,3,5,98,1769515.7600000002,13201.716779999999,0.0,0.0
477,6,2,19,99,14581187.020000001,160192.78642,0.0,0.0
1177,3,3,10,56,1716896.14,12509.72116,0.0,0.0
